datetime,mlat,mlt,glat,glon,alt,Ex,pot,cpcp_kV,pass_id
2024-05-10 15:27:34,40.03791,17.480377,45.0351,27.843567,853.5164,-0.0062998105,-46.21030083763173,27.0,N_767
2024-05-10 15:27:35,40.10236,17.479904,45.098045,27.81559,853.522,-0.0064327517,-58.332759616857736,27.0,N_767
2024-05-10 15:27:36,40.1668,17.479439,45.16099,27.79461,853.522,-0.0061436635,-64.47106607116511,27.0,N_767
2024-05-10 15:27:37,40.231228,17.478966,45.216946,27.773626,853.52014,-0.0062805642,-74.95171610738099,27.0,N_767
2024-05-10 15:27:38,40.295643,17.4785,45.2729,27.752644,853.52014,-0.006417679,-86.31091272704066,27.0,N_767
2024-05-10 15:27:39,40.36005,17.478035,45.32885,27.73166,853.52014,-0.006413008,-102.48274075634276,27.0,N_767
2024-05-10 15:27:40,40.424442,17.47757,45.3918,27.710678,853.52014,-0.0064069694,-110.2761415352818,27.0,N_767
2024-05-10 15:27:41,40.488827,17.477097,45.44775,27.689697,853.52014,-0.006399603,-122.55020893223238,27.0,N_767
2024-05-10 15:27:42,40.5532,17.476631,45.503704,27.66172,853.52014,-0.0063947993,-133.09914506857825,27.0,N_767
2024-05-10 15:27:43,40.61756,17.476166,45.559658,27.640738,853.52014,-0.006389954,-145.30410985634848,27.0,N_767
2024-05-10 15:27:44,40.68191,17.4757,45.615612,27.61276,853.52014,-0.006385069,-155.77148861780063,27.0,N_767
2024-05-10 15:27:45,40.74625,17.475243,45.671562,27.59178,853.52014,-0.0063775317,-171.6883504206249,27.0,N_767
2024-05-10 15:27:46,40.810577,17.474777,45.73451,27.570797,853.52014,-0.0063712243,-180.2808383551848,27.0,N_767
2024-05-10 15:27:47,40.874893,17.474312,45.790462,27.54282,853.52014,-0.006366207,-190.6280696664449,27.0,N_767
2024-05-10 15:27:48,40.939198,17.473846,45.846416,27.521837,853.52014,-0.0063611497,-201.62507037080513,27.0,N_767
2024-05-10 15:27:49,41.003494,17.473389,45.90237,27.500854,853.52014,-0.006356048,-217.38482265137594,27.0,N_767
2024-05-10 15:27:50,41.067776,17.472923,45.965317,27.479874,853.52014,-0.006346953,-224.8031438124363,27.0,N_767
2024-05-10 15:27:51,41.13205,17.472466,46.021267,27.45889,853.52014,-0.0063417675,-241.3599386245146,27.0,N_767
2024-05-10 15:27:52,41.196312,17.472,46.084217,27.430914,853.522,-0.0063351854,-248.0242506325975,27.0,N_767
2024-05-10 15:27:53,41.26056,17.471542,46.140167,27.409931,853.522,-0.0063299118,-259.8124215815146,27.0,N_767
2024-05-10 15:27:54,41.3248,17.471085,46.19612,27.381956,853.52014,-0.006321993,-265.1398547599438,27.0,N_767
2024-05-10 15:27:55,41.389027,17.470627,46.24508,27.360973,853.52014,-0.0063179955,-284.99773361574296,27.0,N_767
2024-05-10 15:27:56,41.453243,17.47017,46.30803,27.332996,853.522,-0.006311237,-291.5048446818852,27.0,N_767
2024-05-10 15:27:57,41.51745,17.469711,46.36398,27.312014,853.5257,-0.006305795,-306.9076744239993,27.0,N_767
2024-05-10 15:27:58,41.581642,17.469254,46.426926,27.291033,853.51276,-0.0062989453,-315.00207736728123,27.0,N_767
2024-05-10 15:27:59,41.64583,17.468796,46.48288,27.263056,853.50165,-0.0062908162,-320.1477299538261,27.0,N_767
2024-05-10 15:28:00,41.71,17.468338,46.531837,27.242073,853.55347,-0.006286621,-334.1433313354828,27.0,N_767
2024-05-10 15:28:01,41.774323,17.467896,46.58779,27.22109,853.6627,-0.006280969,-344.6228760623221,27.0,N_767
2024-05-10 15:28:02,41.83863,17.467453,46.643745,27.20011,853.7349,-0.0062752757,-356.0334949108511,27.0,N_767
2024-05-10 15:28:03,41.902924,17.46701,46.6997,27.172132,853.7387,-0.006266944,-370.4743036791359,27.0,N_767
2024-05-10 15:28:04,41.967197,17.466568,46.762646,27.15115,853.71643,-0.006259789,-378.29977647516307,27.0,N_767
2024-05-10 15:28:05,42.031456,17.466125,46.818596,27.123173,853.709,-0.006253974,-392.6530629371324,27.0,N_767
2024-05-10 15:28:06,42.0957,17.465683,46.881546,27.10219,853.71454,-0.006246735,-400.38691589148004,27.0,N_767
2024-05-10 15:28:07,42.159924,17.46524,46.937496,27.074215,853.71643,-0.0062408396,-409.92915521948794,27.0,N_767
2024-05-10 15:28:08,42.224133,17.464798,46.99345,27.053232,853.71454,-0.006232305,-420.09675747931806,27.0,N_767
2024-05-10 15:28:09,42.288322,17.464363,47.049404,27.03225,853.71454,-0.006226329,-435.77946239838457,27.0,N_767
2024-05-10 15:28:10,42.352497,17.46392,47.11235,27.004272,853.71454,-0.0062189177,-441.7039858326989,27.0,N_767
2024-05-10 15:28:11,42.416656,17.463478,47.168304,26.983292,853.71454,-0.0062128627,-452.6844458421581,27.0,N_767
2024-05-10 15:28:12,42.480797,17.463036,47.224255,26.955315,853.71454,-0.00620417,-457.3394004389995,27.0,N_767
2024-05-10 15:28:13,42.54492,17.462593,47.273216,26.934332,853.71454,-0.0061994395,-476.2956590878307,27.0,N_767
2024-05-10 15:28:14,42.60903,17.46215,47.336163,26.906355,853.71454,-0.0061918623,-482.0481610351519,27.0,N_767
2024-05-10 15:28:15,42.673122,17.461708,47.392117,26.885374,853.71454,-0.0061856485,-497.4270820428708,27.0,N_767
2024-05-10 15:28:16,42.737198,17.461273,47.455063,26.857397,853.71454,-0.006175386,-503.07553978042483,27.0,N_767
2024-05-10 15:28:17,42.801258,17.46083,47.511017,26.836414,853.71454,-0.006169094,-513.758783105784,27.0,N_767
2024-05-10 15:28:18,42.8653,17.460388,47.566967,26.808437,853.71454,-0.0061627594,-522.8023036861821,27.0,N_767
2024-05-10 15:28:19,42.92932,17.459946,47.62292,26.787457,853.71454,-0.0061563877,-537.1411947659019,27.0,N_767
2024-05-10 15:28:20,42.993332,17.459503,47.685867,26.766474,853.71454,-0.0061485535,-548.7686341029901,27.0,N_767
2024-05-10 15:28:21,43.057323,17.459068,47.748814,26.738497,853.71454,-0.0061380807,-554.1818825279288,27.0,N_767
2024-05-10 15:28:22,43.1213,17.458626,47.804768,26.717514,853.71643,-0.0061315885,-564.6114410636123,27.0,N_767
2024-05-10 15:28:23,43.185257,17.458183,47.86072,26.689539,853.71454,-0.0064197383,-571.5545727635249,27.0,N_767
2024-05-10 15:28:24,43.2492,17.45774,47.90968,26.661562,853.71454,-0.006414833,-585.6907202902762,27.0,N_767
2024-05-10 15:28:25,43.31312,17.457306,47.965633,26.64058,853.71454,-0.0064058644,-602.6674120989148,27.0,N_767
2024-05-10 15:28:26,43.37703,17.456863,48.02858,26.612602,853.72015,-0.006545706,-615.652055958763,27.0,N_767
2024-05-10 15:28:27,43.44092,17.45642,48.091526,26.591621,853.71643,-0.006537929,-625.2710600048999,27.0,N_767
2024-05-10 15:28:28,43.5048,17.455986,48.14748,26.563644,853.69794,-0.006531548,-631.7770902868833,27.0,N_767
2024-05-10 15:28:29,43.568657,17.455544,48.196438,26.542662,853.7109,-0.0065239808,-648.2448488257314,27.0,N_767
2024-05-10 15:28:30,43.6325,17.455101,48.25239,26.514685,853.80164,-0.006517523,-660.5167379222846,27.0,N_767
2024-05-10 15:28:31,43.696323,17.454666,48.308346,26.48671,853.9035,-0.0065110284,-671.7966702213876,27.0,N_767
2024-05-10 15:28:32,43.76013,17.454224,48.364296,26.465727,853.93866,-0.0065044938,-683.7208442845999,27.0,N_767
2024-05-10 15:28:33,43.82392,17.453781,48.42025,26.444744,853.922,-0.0064953277,-701.3420119235225,27.0,N_767
2024-05-10 15:28:34,43.8877,17.453346,48.483196,26.416767,853.90533,-0.0064872582,-713.9169000610921,27.0,N_767
2024-05-10 15:28:35,43.951454,17.452904,48.546143,26.395786,853.90717,-0.0064791455,-723.1391521163657,27.0,N_767
2024-05-10 15:28:36,44.015198,17.452461,48.602097,26.36781,853.9109,-0.0064724484,-734.1792614532942,27.0,N_767
2024-05-10 15:28:37,44.078922,17.452026,48.65805,26.346827,853.9109,-0.0064720325,-746.8178283807024,27.0,N_767
2024-05-10 15:28:38,44.14263,17.451584,48.714,26.31885,853.90906,-0.006456349,-758.6802593447294,27.0,N_767
2024-05-10 15:28:39,44.20632,17.451149,48.769955,26.290874,853.90906,-0.0064495364,-775.2834622689995,27.0,N_767
2024-05-10 15:28:40,44.269997,17.450706,48.8329,26.262897,853.9109,-0.0064412123,-782.6583328024826,27.0,N_767
2024-05-10 15:28:41,44.333656,17.450272,48.888855,26.241915,853.9109,-0.0064343205,-795.047291785279,27.0,N_767
2024-05-10 15:28:42,44.397297,17.44983,48.94481,26.213938,853.9109,-0.0064247986,-805.7854990940336,27.0,N_767
2024-05-10 15:28:43,44.460922,17.449387,49.000763,26.192957,853.90906,-0.0064178286,-818.0611848527933,27.0,N_767
2024-05-10 15:28:44,44.524532,17.448952,49.056713,26.16498,853.90906,-0.006410819,-829.6176800260955,27.0,N_767
2024-05-10 15:28:45,44.588123,17.44851,49.112667,26.137003,853.9109,-0.006401184,-845.8636051160643,27.0,N_767
2024-05-10 15:28:46,44.6517,17.448074,49.175613,26.109026,853.9109,-0.0063926126,-852.9336231626539,27.0,N_767
2024-05-10 15:28:47,44.715256,17.447632,49.231567,26.088045,853.90906,-0.0063854833,-864.9952878153322,27.0,N_767
2024-05-10 15:28:48,44.778797,17.447197,49.28752,26.060068,853.90906,-0.0063845906,-876.3707768838076,27.0,N_767
2024-05-10 15:28:49,44.842323,17.446754,49.34347,26.032091,853.9109,-0.0063685263,-887.6441797381112,27.0,N_767
2024-05-10 15:28:50,44.90583,17.44632,49.399426,26.004114,853.9109,-0.0063675484,-898.0217117856355,27.0,N_767
2024-05-10 15:28:51,44.969322,17.445885,49.45538,25.983133,853.90906,-0.006354003,-908.9887345929151,27.0,N_767
2024-05-10 15:28:52,45.0328,17.445442,49.51133,25.96215,853.90906,-0.00635294,-920.8332604115399,27.0,N_767
2024-05-10 15:28:53,45.096256,17.445007,49.567284,25.934174,853.9127,-0.006339326,-936.6243121339121,27.0,N_767
2024-05-10 15:28:54,45.1597,17.444565,49.63023,25.906197,853.9146,-0.006327841,-944.1621351618601,27.0,N_767
2024-05-10 15:28:55,45.22312,17.44413,49.686184,25.878222,853.9016,-0.0063204044,-954.2436600859005,27.0,N_767
2024-05-10 15:28:56,45.28653,17.443687,49.742138,25.857239,853.8905,-0.0063191657,-965.8609740277539,27.0,N_767
2024-05-10 15:28:57,45.349922,17.443253,49.79809,25.829262,853.9443,-0.006309066,-981.4297818983005,27.0,N_767
2024-05-10 15:28:58,45.413296,17.442818,49.86104,25.801287,854.0535,-0.0062937685,-988.7404750347732,27.0,N_767
2024-05-10 15:28:59,45.476654,17.442375,49.91699,25.77331,854.122,-0.0062923976,-999.5067608251188,27.0,N_767
2024-05-10 15:29:00,45.539997,17.44194,49.972942,25.745333,854.1183,-0.006278547,-1010.1796670074123,27.0,N_767
2024-05-10 15:29:01,45.603157,17.441498,50.028896,25.717356,854.0998,-0.0062744822,-1020.8248582584333,27.0,N_767
2024-05-10 15:29:02,45.66631,17.441063,50.08485,25.68938,854.09796,-0.006260536,-1030.528138014312,27.0,N_767
2024-05-10 15:29:03,45.729446,17.44062,50.1408,25.668398,854.1035,-0.0062713786,-1041.82956662091,27.0,N_767
2024-05-10 15:29:04,45.792576,17.440186,50.196754,25.64042,854.10535,-0.00624496,-1051.4382040378591,27.0,N_767
2024-05-10 15:29:05,45.85569,17.439743,50.25271,25.619438,854.10535,-0.00625312,-1067.2721631688341,27.0,N_767
2024-05-10 15:29:06,45.918797,17.439308,50.315655,25.591463,854.1035,-0.0062313136,-1074.1742811248278,27.0,N_767
2024-05-10 15:29:07,45.98189,17.438866,50.37161,25.563486,854.10535,-0.00623576,-1084.5604678196355,27.0,N_767
