datetime,mlat,mlt,glat,glon,alt,Ex,pot,cpcp_kV,pass_id
2024-05-11 04:07:38,-40.01337,5.292721,-31.039877,21.485918,854.6647,0.00027587742,1.7508064275310418,64.0,S_1967
2024-05-11 04:07:39,-40.05616,5.290268,-31.095829,21.47193,854.70544,0.00016847142,-9.11333155085352,64.0,S_1967
2024-05-11 04:07:40,-40.09889,5.2878075,-31.151783,21.450947,854.811,6.1065424e-05,-20.984290872459383,64.0,S_1967
2024-05-11 04:07:41,-40.141552,5.285347,-31.207735,21.436958,854.8962,5.0759685e-05,-32.575123488805275,64.0,S_1967
2024-05-11 04:07:42,-40.18415,5.2828865,-31.270683,21.42297,854.90546,6.374614e-05,-45.53851867236557,64.0,S_1967
2024-05-11 04:07:43,-40.226685,5.2804184,-31.326635,21.401989,854.8758,7.67326e-05,-57.305905506810966,64.0,S_1967
2024-05-11 04:07:44,-40.269154,5.2779503,-31.38259,21.388,854.84985,8.178291e-05,-68.72825111934509,64.0,S_1967
2024-05-11 04:07:45,-40.31156,5.2754784,-31.438541,21.367018,854.8665,0.0002004778,-79.56333414104314,64.0,S_1967
2024-05-11 04:07:46,-40.353905,5.2730026,-31.501488,21.35303,854.9517,0.00031917272,-90.61701886818213,64.0,S_1967
2024-05-11 04:07:47,-40.396183,5.270527,-31.564436,21.332047,855.0573,0.00025485098,-102.6761586684575,64.0,S_1967
2024-05-11 04:07:48,-40.4384,5.2680435,-31.620388,21.318058,855.10175,0.00019052924,-113.42025410045771,64.0,S_1967
2024-05-11 04:07:49,-40.48055,5.26556,-31.676342,21.304071,855.0851,0.00016452189,-124.30253621227008,64.0,S_1967
2024-05-11 04:07:50,-40.522636,5.263077,-31.732294,21.283089,855.061,0.0003866823,-133.81037213125646,64.0,S_1967
2024-05-11 04:07:51,-40.564663,5.260586,-31.79524,21.2691,855.0666,0.00026040312,-145.48475214681497,64.0,S_1967
2024-05-11 04:07:52,-40.60662,5.258095,-31.851194,21.248117,855.1295,0.00035279407,-155.5015519460474,64.0,S_1967
2024-05-11 04:07:53,-40.648518,5.2556,-31.907146,21.234129,855.2203,0.000357882,-165.12131692301745,64.0,S_1967
2024-05-11 04:07:54,-40.69035,5.2531013,-31.9631,21.213146,855.2795,0.00036296996,-174.7984077076196,64.0,S_1967
2024-05-11 04:07:55,-40.732117,5.2506027,-32.026047,21.19916,855.28326,0.0004107359,-185.2478720120869,64.0,S_1967
2024-05-11 04:07:56,-40.773823,5.2480965,-32.088993,21.185171,855.2721,0.0004585018,-195.96793875265018,64.0,S_1967
2024-05-11 04:07:57,-40.81546,5.24559,-32.137955,21.164188,855.274,0.00050626777,-203.59051759010907,64.0,S_1967
2024-05-11 04:07:58,-40.857037,5.243084,-32.193905,21.1502,855.26843,0.0005540337,-211.5196708174148,64.0,S_1967
2024-05-11 04:07:59,-40.898552,5.24057,-32.25685,21.129217,855.2536,0.00047475274,-221.7451340859997,64.0,S_1967
2024-05-11 04:08:00,-40.94,5.238056,-32.3198,21.108236,855.2888,0.00052346184,-232.49146298725867,64.0,S_1967
2024-05-11 04:08:01,-40.9813,5.235546,-32.36876,21.094248,855.3925,0.000572171,-239.39202445974882,64.0,S_1967
2024-05-11 04:08:02,-41.022545,5.233032,-32.424713,21.08026,855.4814,0.00073165726,-246.57564792826017,64.0,S_1967
2024-05-11 04:08:03,-41.063725,5.2305145,-32.480663,21.059277,855.49994,0.0008912821,-252.4952320766366,64.0,S_1967
2024-05-11 04:08:04,-41.104843,5.227993,-32.54361,21.045288,855.4758,0.00074255676,-261.02386520219727,64.0,S_1967
2024-05-11 04:08:05,-41.1459,5.2254715,-32.599564,21.024305,855.44617,0.0007905159,-267.65908081206607,64.0,S_1967
2024-05-11 04:08:06,-41.186897,5.222946,-32.66251,21.010319,855.4517,0.00083847507,-275.06517502228627,64.0,S_1967
2024-05-11 04:08:07,-41.227833,5.220417,-32.72546,20.99633,855.5351,0.0009297239,-282.37789993992976,64.0,S_1967
2024-05-11 04:08:08,-41.26871,5.217884,-32.78141,20.975348,855.6407,0.0009215863,-288.77908564682775,64.0,S_1967
2024-05-11 04:08:09,-41.309525,5.2153473,-32.837364,20.961359,855.6851,0.0009134487,-294.9308830034479,64.0,S_1967
2024-05-11 04:08:10,-41.350277,5.2128105,-32.89332,20.94737,855.6703,0.0009053111,-300.98409090529935,64.0,S_1967
2024-05-11 04:08:11,-41.39097,5.210266,-32.94927,20.926388,855.64435,0.0008971735,-306.72233555097046,64.0,S_1967
2024-05-11 04:08:12,-41.4316,5.2077217,-33.01222,20.905407,855.65173,0.0008890359,-314.07139912918717,64.0,S_1967
2024-05-11 04:08:13,-41.472168,5.2051735,-33.075165,20.891418,855.7129,0.00027849697,-325.6198636880707,64.0,S_1967
2024-05-11 04:08:14,-41.512676,5.2026253,-33.13112,20.870436,855.8018,0.00029206183,-336.01249642760916,64.0,S_1967
2024-05-11 04:08:15,-41.553123,5.2000694,-33.18707,20.856447,855.86664,0.00030562666,-346.19024838610443,64.0,S_1967
2024-05-11 04:08:16,-41.59351,5.1975136,-33.23603,20.835464,855.874,0.0003649518,-354.70365767725315,64.0,S_1967
2024-05-11 04:08:17,-41.633835,5.194954,-33.29198,20.821476,855.8499,0.00040277123,-363.783375706533,64.0,S_1967
2024-05-11 04:08:18,-41.6741,5.1923904,-33.354927,20.80749,855.83325,0.000363825,-374.50372271371407,64.0,S_1967
2024-05-11 04:08:19,-41.714302,5.189823,-33.417877,20.786507,855.8722,0.0003248788,-386.0499820118223,64.0,S_1967
2024-05-11 04:08:20,-41.754444,5.187252,-33.473827,20.765524,855.9777,0.0002859326,-396.26049890563934,64.0,S_1967
2024-05-11 04:08:21,-41.79452,5.184681,-33.536777,20.751535,856.06476,-0.00052491546,-412.94610849423634,64.0,S_1967
2024-05-11 04:08:22,-41.83454,5.182106,-33.592728,20.737547,856.08514,0.00077880756,-419.81880938183764,64.0,S_1967
2024-05-11 04:08:23,-41.8745,5.1795273,-33.64868,20.716564,856.06104,0.0004402647,-429.2667858207027,64.0,S_1967
2024-05-11 04:08:24,-41.9144,5.1769447,-33.704636,20.702578,856.02954,0.00010172182,-440.5437441083727,64.0,S_1967
2024-05-11 04:08:25,-41.954235,5.1743584,-33.760586,20.681595,856.037,0.00012622564,-451.96090013841706,64.0,S_1967
2024-05-11 04:08:26,-41.994007,5.171772,-33.81654,20.660612,856.1185,0.00015072947,-463.1296160110625,64.0,S_1967
2024-05-11 04:08:27,-42.033722,5.169182,-33.879486,20.646624,856.2259,0.00017523329,-475.37118293279286,64.0,S_1967
2024-05-11 04:08:28,-42.073376,5.166588,-33.93544,20.632635,856.2685,-8.905132e-06,-487.3656561545598,64.0,S_1967
2024-05-11 04:08:29,-42.11297,5.16399,-33.991394,20.611654,856.25366,-0.00019304355,-500.8575251931071,64.0,S_1967
2024-05-11 04:08:30,-42.152496,5.1613884,-34.047344,20.590672,856.2296,0.00013711487,-512.1197649053532,64.0,S_1967
2024-05-11 04:08:31,-42.191967,5.158787,-34.110294,20.576683,856.23517,0.0005031084,-522.2813124536872,64.0,S_1967
2024-05-11 04:08:32,-42.231377,5.1561775,-34.166245,20.562695,856.2981,0.00052882236,-530.3827748743478,64.0,S_1967
2024-05-11 04:08:33,-42.27072,5.1535683,-34.229195,20.541712,856.38885,0.00043117447,-541.230785090163,64.0,S_1967
2024-05-11 04:08:34,-42.31001,5.150955,-34.285145,20.52073,856.4481,0.000386461,-550.7195930227529,64.0,S_1967
2024-05-11 04:08:35,-42.349236,5.148342,-34.34809,20.506742,856.45,0.00015169474,-563.1063069749002,64.0,S_1967
2024-05-11 04:08:36,-42.388397,5.1457214,-34.404045,20.492754,856.4389,-4.8357935e-05,-575.3531317483296,64.0,S_1967
2024-05-11 04:08:37,-42.4275,5.1431007,-34.46,20.471771,856.44073,0.00031552804,-585.533474487206,64.0,S_1967
2024-05-11 04:08:38,-42.46654,5.140476,-34.515953,20.450788,856.437,0.0006633515,-593.5598383376173,64.0,S_1967
2024-05-11 04:08:39,-42.505524,5.137848,-34.571903,20.4368,856.42596,3.8776867e-05,-605.2139071982758,64.0,S_1967
2024-05-11 04:08:40,-42.54444,5.1352158,-34.634853,20.422812,856.4518,-2.343292e-05,-618.7131553905361,64.0,S_1967
2024-05-11 04:08:41,-42.5833,5.13258,-34.690804,20.40183,856.5333,-0.0001547675,-631.9221369465524,64.0,S_1967
2024-05-11 04:08:42,-42.622097,5.129944,-34.746758,20.387842,856.6185,-0.00013150842,-644.7057863901496,64.0,S_1967
