time,ext,iaga,dBn,dBe,dBd
2024-05-10 18:23:00,60.0,T43,-232.744583,343.800781,-0.0171
2024-05-10 18:24:00,60.0,T43,-213.34581,356.701599,-5.967717
2024-05-10 18:25:00,60.0,T43,-202.191284,363.260498,-11.661512
2024-05-10 18:26:00,60.0,T43,-146.732956,353.027435,-19.741777
2024-05-10 18:27:00,60.0,T43,-154.576782,440.988708,-21.136856
2024-05-10 18:28:00,60.0,T43,-146.38559,523.389465,-25.95487
2024-05-10 18:29:00,60.0,T43,-153.543167,522.186584,-26.184118
2024-05-10 18:30:00,60.0,T43,-123.888283,494.790466,-39.010925
2024-05-10 18:31:00,60.0,T43,-132.531464,384.509552,-41.175934
2024-05-10 18:32:00,60.0,T43,-137.653137,347.556152,-50.619267
2024-05-10 18:33:00,60.0,T43,-163.654694,295.900818,-48.667881
2024-05-10 18:34:00,60.0,T43,-176.174866,248.658737,-48.492065
2024-05-10 18:35:00,60.0,T43,-193.300537,213.870132,-41.746895
2024-05-10 18:36:00,60.0,T43,-177.437958,181.286514,-40.592506
2024-05-10 18:37:00,60.0,T43,-167.293335,151.925293,-29.19968
2024-05-10 18:38:00,60.0,T43,-190.511963,164.656891,-21.117487
2024-05-10 18:39:00,60.0,T43,-221.585175,206.932724,-11.622152
2024-05-10 18:40:00,60.0,T43,-235.293259,233.463867,-10.502729
2024-05-10 18:41:00,60.0,T43,-253.865906,266.665375,-6.219102
2024-05-10 18:42:00,60.0,T43,-255.138702,267.508881,-6.249928
2024-05-10 18:43:00,60.0,T43,-260.075684,285.532837,-3.410549
2024-05-10 18:44:00,60.0,T43,-275.059662,311.648132,0.592014
2024-05-10 18:45:00,60.0,T43,-279.09201,344.265961,1.250954
2024-05-10 18:46:00,60.0,T43,-273.50116,384.896606,3.310366
2024-05-10 18:47:00,60.0,T43,-267.573547,378.586823,3.115019
2024-05-10 18:48:00,60.0,T43,-255.326294,371.34259,4.978378
2024-05-10 18:49:00,60.0,T43,-261.420624,353.366913,6.367274
2024-05-10 18:50:00,60.0,T43,-267.021027,383.461243,6.806124
2024-05-10 18:51:00,60.0,T43,-319.027893,438.797577,12.474622
2024-05-10 18:52:00,60.0,T43,-327.929138,488.925018,10.518217
2024-05-10 18:53:00,60.0,T43,-364.774445,517.072998,16.14212
2024-05-10 18:54:00,60.0,T43,-375.51651,515.463867,15.976165
2024-05-10 18:55:00,60.0,T43,-368.526428,512.22406,14.53208
2024-05-10 18:56:00,60.0,T43,-382.231659,512.496033,20.521671
2024-05-10 18:57:00,60.0,T43,-360.557617,493.755157,18.611185
2024-05-10 18:58:00,60.0,T43,-338.132935,450.162323,20.942123
2024-05-10 18:59:00,60.0,T43,-227.189041,272.998169,11.530121
2024-05-10 19:00:00,60.0,T43,-214.43869,246.634628,25.559597
2024-05-10 19:01:00,60.0,T43,-169.384186,189.726807,23.817884
2024-05-10 19:02:00,60.0,T43,-192.749908,175.516998,38.661201
2024-05-10 19:03:00,60.0,T43,-174.399109,143.829559,34.629402
2024-05-10 19:04:00,60.0,T43,-183.245956,128.100601,41.338112
2024-05-10 19:05:00,60.0,T43,-138.296219,33.865807,36.065475
2024-05-10 19:06:00,60.0,T43,-114.3116,11.144083,44.018536
2024-05-10 19:07:00,60.0,T43,-109.882996,-13.233294,45.45974
2024-05-10 19:08:00,60.0,T43,-117.143082,-28.271074,51.219673
2024-05-10 19:09:00,60.0,T43,-99.284271,-45.668266,48.11158
2024-05-10 19:10:00,60.0,T43,-122.290939,-4.703077,53.26828
2024-05-10 19:11:00,60.0,T43,-123.001175,-4.580516,48.807648
2024-05-10 19:12:00,60.0,T43,-159.764175,16.318199,50.197083
2024-05-10 19:13:00,60.0,T43,-164.039108,15.573954,43.695091
2024-05-10 19:14:00,60.0,T43,-181.019318,12.806966,40.934494
2024-05-10 19:15:00,60.0,T43,-202.269592,36.824604,37.470619
2024-05-10 19:16:00,60.0,T43,-214.512894,31.710608,37.333458
2024-05-10 19:17:00,60.0,T43,-199.712433,25.760727,33.847881
2024-05-10 19:18:00,60.0,T43,-171.025833,-8.916477,37.596519
2024-05-10 19:19:00,60.0,T43,-156.430771,-33.725212,42.445374
2024-05-10 19:20:00,60.0,T43,-136.298737,-82.204308,49.95755
