Made with swmfpy (https://gitlab.umich.edu/swmf_software/swmfpy), Oct 8 2024


   year   month     day    hour     min     sec    msec      bx      by      bz      vx      vy      vz density temperature
#COORD
GSM

#START
   2024      05      09      00      08      33     399    -1.7    1.65     0.2 -449.53   20.65    5.89    2.92 487037.5
   2024      05      09      00      09      32     832   -1.82    1.49    0.37 -450.22   21.16    4.97    2.98 443280.22
   2024      05      09      00      10      34     493   -1.52    0.84     0.8 -448.42   20.72    4.11    3.06 442656.22
   2024      05      09      00      11      32     321   -1.23    0.44     1.4 -450.78   24.08   -3.17    3.11 490938.31
   2024      05      09      00      12      35     315    -1.2   -0.05    1.89 -447.54   22.37     0.2    3.14 474406.49
   2024      05      09      00      13      34     356    -1.8    0.78    0.81 -448.72    21.3    3.13    3.13 467152.51
   2024      05      09      00      14      34     713   -0.53    0.04    2.28 -448.36    21.4    3.56    3.06 512206.68
   2024      05      09      00      15      34     766   -1.01    0.42    1.82 -448.36   21.28    3.59    3.14 471464.75
   2024      05      09      00      16      34     948   -1.08    0.31    1.81 -448.22    20.8    5.51    3.07 483576.01
   2024      05      09      00      17      34     849   -1.42    0.52    1.48 -448.39   20.67    4.86    3.09 466991.88
   2024      05      09      00      18      34     761   -1.49    0.69    1.32 -448.55   20.61    4.74    3.05 477088.78
   2024      05      09      00      19      34     192   -1.57    0.71    1.22 -449.26   19.96    5.91    2.98 489389.08
   2024      05      09      00      20      35     333   -1.74    0.95    1.06 -448.04   19.73    5.96    2.96 478782.78
   2024      05      09      00      21      34     201    -1.5    0.69    1.32 -449.35   20.81    3.21    3.02 512263.31
   2024      05      09      00      22      33     054   -1.51    0.93    0.84 -450.72   19.67    6.61    3.02 469538.84
   2024      05      09      00      23      35     347   -1.56    1.07    0.71 -448.17   20.51    3.83    2.96 506148.8
   2024      05      09      00      24      34     777   -1.63    0.72    0.87 -448.89   19.92    4.01    3.05 477329.82
   2024      05      09      00      25      35     526   -1.62     0.8    0.92 -448.11   19.75    4.28    2.94 516910.56
   2024      05      09      00      26      35     778   -0.91    0.83   -0.62 -447.88   19.84    2.73    2.95 476389.82
   2024      05      09      00      27      36     460   -1.28    1.06   -0.38 -447.19   18.61    5.74    2.82 455316.91
   2024      05      09      00      28      38     539   -1.17    0.98    0.19 -444.88   19.52    5.85    2.95 522282.15
   2024      05      09      00      29      35     737   -1.41    0.76   -0.34 -448.09   18.58    7.34    2.96 476579.27
   2024      05      09      00      30      35     443    -0.9    0.61    0.08 -448.45   19.34     6.5    3.09 482884.73
   2024      05      09      00      31      36     241   -0.93    0.91    0.27 -447.64   18.62    6.75    2.98 475181.37
   2024      05      09      00      32      34     047   -0.99     0.7    -0.0 -450.12   19.12    8.21     3.1 453020.43
   2024      05      09      00      33      35     031   -1.62    0.76     0.8 -449.02   21.11    4.05    3.18 455769.34
   2024      05      09      00      34      37     165   -1.93    0.75    0.55 -446.69   20.39    6.13    3.18 475789.56
   2024      05      09      00      35      35     884   -2.04    0.57    0.62 -448.18   20.73    4.18     3.2 456532.61
   2024      05      09      00      36      36     583   -2.05    0.41    0.68 -447.43   20.96    5.08     3.2 463422.03
   2024      05      09      00      37      35     569   -2.02    0.54    0.69 -448.64   20.63    4.17    3.22 443107.64
   2024      05      09      00      38      34     310   -1.99    0.56    0.57 -450.13   20.31    5.02     3.2 450529.26
   2024      05      09      00      39      35     756   -2.01     0.1    0.54 -448.51    21.1     4.4    3.25 454818.96
   2024      05      09      00      40      35     462    -2.1   -0.05    0.41  -448.9   21.12    4.07    3.32 475799.61
   2024      05      09      00      41      34     412   -2.02   -0.47    0.03 -450.11   21.08    6.32    3.35 470543.73
   2024      05      09      00      42      35     077   -1.98    -0.4    0.04 -449.41   21.23    5.99    3.29 463886.8
   2024      05      09      00      43      34     114   -1.76   -0.22    0.34 -450.53   21.78    5.84    3.29 464690.17
   2024      05      09      00      44      35     349   -1.24    0.54    0.91 -449.24   21.22    2.15    3.21 478583.81
   2024      05      09      00      45      34     641   -1.57   -0.15    0.76 -450.04   22.02    3.28    3.34 456700.77
   2024      05      09      00      46      34     343   -0.94    0.84    0.84 -450.49   20.97    1.71    3.12 448356.48
   2024      05      09      00      47      36     248   -1.62     1.0    1.14 -448.41   20.26    2.72    3.06 499794.7
   2024      05      09      00      48      34     950   -1.41    0.61     1.0 -449.88   21.45    1.04    3.18 458158.01
   2024      05      09      00      49      35     161   -1.45    0.49    1.14 -449.68   21.56     1.4    3.21 477789.33
   2024      05      09      00      50      35     156   -1.34    0.35    1.04 -449.75   21.23     2.5    3.22 480407.83
   2024      05      09      00      51      38     083   -1.89    0.65    0.85 -446.53   20.75    2.79    3.03 445504.31
   2024      05      09      00      52      39     356   -1.97    1.27    0.62 -445.18   19.97     3.9     3.0 468062.62
   2024      05      09      00      53      37     933   -1.57    1.55    0.81 -446.81   20.16    4.28    2.82 466955.47
   2024      05      09      00      54      36     474   -1.45    1.78    0.77 -448.46   20.98     4.3    2.81 520089.48
   2024      05      09      00      55      38     817   -1.77    1.77    0.71 -445.92   20.09    4.41    2.83 502033.75
   2024      05      09      00      56      38     896    -1.5    1.71     1.2 -445.85   21.09    1.45    2.71 483004.5
   2024      05      09      00      57      37     241   -1.22    1.69    1.69 -447.73   21.55    0.86    2.68 505895.73
   2024      05      09      00      58      38     538   -1.29    1.53    1.67 -446.33   21.38    1.82    2.83 519492.56
   2024      05      09      00      59      36     579   -1.11    2.27    0.93  -448.6   20.54     4.7    2.52 489959.02
   2024      05      09      01      00      40     280   -1.26    2.44    1.05 -444.53   19.89    5.32    2.43 553151.19
   2024      05      09      01      01      34     204   -1.45    1.91     1.3 -451.33   21.84    3.93    2.75 511581.41
   2024      05      09      01      02      33     698   -1.48    1.04    1.85 -451.96   22.23    0.62    2.98 466727.89
   2024      05      09      01      03      33     663    -1.4    0.47    2.34  -452.0   23.12   -1.41    3.08 458596.71
   2024      05      09      01      04      36     636    -1.2    0.79    2.15 -448.72   22.17    0.04    3.05 518690.44
   2024      05      09      01      05      34     211   -0.79    0.97    2.13 -451.56    21.2    0.55    2.93 473509.03
   2024      05      09      01      06      31     326   -0.08    1.63    1.82 -454.95   20.57    2.05    2.63 505380.14
   2024      05      09      01      07      32     079   -0.23    1.19    1.98 -454.06   22.05   -0.33    2.87 482491.82
   2024      05      09      01      08      30     538   -0.01    1.24    1.67 -455.89   22.02   -1.03    2.81 499904.29
   2024      05      09      01      09      31     777   -0.96    0.82    0.75 -454.61   19.46    4.04    2.94 486507.04
   2024      05      09      01      10      26     097    0.36    0.71    1.99  -461.1   23.63   -4.53    3.03 487287.4
   2024      05      09      01      11      36     441   -0.76    1.34    1.57 -449.35    20.2    2.65    2.83 537381.51
   2024      05      09      01      12      35     506   -0.72    1.26    2.27 -450.42   21.21    0.14    2.92 490338.1
   2024      05      09      01      13      33     563   -0.89    1.59    2.18 -452.62   22.44    0.68    2.83 468396.21
   2024      05      09      01      14      37     532   -0.97    1.94    1.65 -448.24   20.74    1.94    2.78 489120.16
   2024      05      09      01      15      38     882   -0.96    1.59    2.19 -446.76   21.01    1.23    2.94 471046.29
   2024      05      09      01      16      35     916   -0.65    0.89    2.64 -450.08   22.27   -1.47     3.0 447607.12
   2024      05      09      01      17      38     795   -1.39    1.43    2.14 -446.92   21.58    1.02    2.95 480950.14
   2024      05      09      01      18      38     082   -1.44    1.75    1.86 -447.78   21.08    2.38    2.89 469973.23
   2024      05      09      01      19      37     442   -1.19    1.19    2.48  -448.5   22.18   -2.07    3.04 478251.37
   2024      05      09      01      20      33     822   -0.97    1.35    2.65 -452.64   22.55   -1.44    2.94 423418.46
   2024      05      09      01      21      31     741   -0.25    1.04    2.63 -455.11   21.87    0.59    3.05 435139.96
   2024      05      09      01      22      36     460   -0.33    1.12    2.85  -449.7   22.83   -2.42     3.0 479353.24
   2024      05      09      01      23      36     062    -0.9    1.75     2.1 -450.26   21.77   -0.14    2.99 476429.3
   2024      05      09      01      24      41     385   -1.82    1.56    1.66 -444.39   20.31    3.59    3.02 495552.63
   2024      05      09      01      25      39     581   -2.12    2.17    0.76 -446.45   20.36    2.41    3.01 463431.91
   2024      05      09      01      26      40     592   -2.48    2.24    0.15 -445.34   20.35    5.66    3.04 467472.85
   2024      05      09      01      27      39     152   -2.23    2.16    0.55 -447.01   20.35    3.35    2.97 448237.68
   2024      05      09      01      28      39     769   -2.06    2.33    0.28 -446.39   19.47    4.88    2.97 471746.26
   2024      05      09      01      29      43     002   -2.09    1.87    0.78 -442.89   18.77    3.44    3.18 468673.88
   2024      05      09      01      30      39     265   -1.85    1.53    2.36 -446.98   21.35    0.01    3.03 463174.9
   2024      05      09      01      31      42     690   -2.06    1.68    1.96 -443.26   20.48    1.28    3.04 525073.09
   2024      05      09      01      32      40     634   -1.97    1.88    1.89 -445.58    20.5    0.89    3.02 469093.42
   2024      05      09      01      33      41     682   -2.02    1.49    1.89 -444.44   20.74    1.66    3.15 517836.9
   2024      05      09      01      34      40     543   -1.86     1.3    2.02 -445.79   19.76    1.81    3.21 478254.78
   2024      05      09      01      35      36     998   -2.34    2.09    1.16 -449.77   20.22    4.13    2.93 442032.85
   2024      05      09      01      36      39     130   -2.32    2.21    0.16 -447.41   20.65    1.07    3.02 473712.12
   2024      05      09      01      37      38     981   -2.22    2.26    0.28 -447.64   20.14    2.55    3.04 479316.47
   2024      05      09      01      38      38     930   -2.17    2.46     0.4 -447.73    20.5    0.47    2.95 471335.78
   2024      05      09      01      39      40     384   -2.18    2.38    0.19 -446.15    20.3    2.43    2.92 471223.02
   2024      05      09      01      40      36     740   -2.06    2.44     0.4 -450.31   19.68    3.48    2.87 435330.15
   2024      05      09      01      41      39     937   -1.58     2.1   -0.86 -446.77   18.84    5.36    2.95 468630.44
   2024      05      09      01      42      41     050   -1.32    2.06   -1.18 -445.56   18.92    5.66     2.9 526972.87
   2024      05      09      01      43      41     447   -0.97    1.95   -1.15 -445.18   17.81    7.38    3.11 476543.72
   2024      05      09      01      44      40     597   -0.99    1.91   -1.26 -446.15   17.28    9.43     3.1 453198.8
   2024      05      09      01      45      39     393   -0.97    1.89   -1.22 -447.54    17.5    8.45    3.07 455443.91
   2024      05      09      01      46      38     244   -0.87    1.89   -1.46  -448.9   16.94    8.29    3.03 478827.56
   2024      05      09      01      47      38     221    0.23    2.07   -1.44 -448.94   17.83    7.58     2.9 475177.55
   2024      05      09      01      48      39     163   -0.28    2.16   -1.19 -447.92    18.3    7.14     2.9 449920.52
   2024      05      09      01      49      42     518   -0.23    2.21   -1.05  -444.3   15.51    8.66    2.96 444255.66
   2024      05      09      01      50      41     273   -1.13    2.33    0.23 -445.71   17.57    3.15    2.68 469127.6
   2024      05      09      01      51      41     747    -1.4    2.07    0.16 -445.23   17.78    1.58    2.75 480188.98
   2024      05      09      01      52      38     239   -0.44    1.04    2.72 -448.99    22.1   -2.57    2.87 478793.2
   2024      05      09      01      53      39     427   -0.48    1.47    2.61 -447.71   21.74   -1.69     2.8 493681.35
   2024      05      09      01      54      38     239   -1.05    2.22    1.32 -449.15   15.31   13.52     2.6 516008.45
   2024      05      09      01      55      44     699    -2.2    1.65   -0.65 -442.04   18.22    7.99    3.08 497207.81
   2024      05      09      01      56      42     647   -1.75     1.1   -1.38 -444.29   19.31    8.19    3.17 485512.93
   2024      05      09      01      57      41     885   -1.75    1.63     0.3 -445.26   18.85   -0.12    2.94 531088.71
   2024      05      09      01      58      43     807   -1.87    1.42    0.26 -443.14   19.67     1.5    3.07 489079.74
   2024      05      09      01      59      41     084   -2.16    0.54    0.62 -446.08   21.82    -3.2    3.29 433299.45
   2024      05      09      02      00      42     045   -2.25    1.09    0.15 -445.12   20.55    0.51    3.14 451637.36
   2024      05      09      02      01      43     235   -1.97     1.2    0.48 -443.84   20.45   -1.39    3.16 471964.05
   2024      05      09      02      02      39     457   -1.04    1.08    2.22 -447.93   22.76   -6.28    3.09 463222.11
   2024      05      09      02      03      39     829   -0.85    1.98    0.76 -447.82   17.73   -1.05    2.76 483705.27
   2024      05      09      02      04      38     159   -0.07    0.07    2.55 -449.24   24.33  -12.99    3.24 497295.02
   2024      05      09      02      05      39     413   -0.23    0.96    2.86 -448.16   21.43   -5.83    3.05 516578.09
   2024      05      09      02      06      38     463   -0.71    1.92    2.29 -449.28   21.93   -2.67    2.75 501223.09
   2024      05      09      02      07      39     759   -0.36    1.68     2.4 -447.82   22.26    -5.2    2.91 542059.19
   2024      05      09      02      08      35     771   -0.47    1.65    2.48 -452.38   21.93   -5.26    2.87 478699.34
   2024      05      09      02      09      31     892    0.08    1.53    2.56 -456.87    22.2   -5.73    2.91 468072.24
   2024      05      09      02      10      35     435   -0.15    1.66    2.52 -452.86   21.83    -4.2    2.82 485665.59
   2024      05      09      02      11      35     539   -0.27    0.76    1.58 -452.72   23.15   -2.88    3.08 477086.42
   2024      05      09      02      12      38     919   -0.94    2.56    1.02 -449.06   20.21    1.31    2.65 528276.55
   2024      05      09      02      13      38     699   -0.68    2.13    1.92 -449.35   20.07   -1.61    2.67 461651.76
   2024      05      09      02      14      37     781   -0.56    1.84    2.17 -450.38   20.87   -3.01    2.79 492808.53
   2024      05      09      02      15      39     927   -0.57    1.78    1.86 -448.02   20.61    -2.2    2.77 514066.06
   2024      05      09      02      16      39     744   -0.09    1.86   -1.67 -448.23   19.17    9.25    2.98 532046.87
   2024      05      09      02      17      43     175   -0.38    1.97    -1.7 -444.56   16.27     9.1    2.89 499882.14
   2024      05      09      02      18      35     828    0.21    2.17   -1.43 -452.82   16.07   11.03    2.87 456011.07
   2024      05      09      02      19      37     480    0.14    2.92   -0.06 -450.95   18.12    8.44     2.6 481574.38
   2024      05      09      02      20      37     825    -0.0    2.16   -0.98 -450.67    15.7    8.88    2.87 482263.26
   2024      05      09      02      21      39     030   -0.12    2.37    -0.7 -449.25   15.64   12.73    2.94 468959.37
   2024      05      09      02      22      39     806    0.02    2.65   -0.35 -448.48   16.68    8.26    2.72 507546.46
   2024      05      09      02      23      40     108   -0.15    2.66   -0.23 -448.14   17.94    7.18    2.69 473742.26
   2024      05      09      02      24      38     664    0.22    2.04   -1.31 -449.75    16.1   12.92    2.97 501663.22
   2024      05      09      02      25      36     095    0.27    2.36   -0.81  -452.7   16.41   12.54    2.79 466613.88
   2024      05      09      02      26      40     370    0.36    2.06   -1.17 -447.96   16.09   10.42    2.91 534100.6
   2024      05      09      02      27      37     833    0.35    2.16   -1.35 -450.78   16.36   12.82    2.88 480071.32
   2024      05      09      02      28      38     735    0.06    1.52   -0.85  -449.9   15.47    9.84    2.92 504822.03
   2024      05      09      02      29      41     228   -0.67    2.34   -0.25 -447.14   16.04    8.57    2.75 521838.15
   2024      05      09      02      30      41     790   -0.24    2.48   -0.52 -446.57   15.94    7.19    2.65 515434.46
   2024      05      09      02      31      35     056    0.51    2.32   -0.91 -454.15   15.22   11.81    2.74 498131.91
   2024      05      09      02      32      37     932    0.55    2.54   -1.06 -450.87   15.56   12.31    2.71 520606.5
   2024      05      09      02      33      38     803    0.18     2.3   -1.19 -450.05    14.9    6.91    2.73 516819.95
   2024      05      09      02      34      38     991     0.5    2.86   -0.22 -449.73   19.02    5.51    2.54 517769.09
   2024      05      09      02      35      43     026    0.06    3.03    0.25 -445.27   18.94    4.19    2.46 561288.16
   2024      05      09      02      36      39     488   -0.34    3.05    0.33 -449.24   18.79    5.69     2.3 481642.97
   2024      05      09      02      37      42     011   -0.12    3.08    0.38 -446.48   18.28     4.7    2.42 546859.21
   2024      05      09      02      38      43     011   -0.15     3.0    0.34 -445.42   17.91    4.44    2.39 555058.92
   2024      05      09      02      39      39     432    0.18    2.88    0.13  -449.4   18.17    7.11    2.52 539503.89
   2024      05      09      02      40      41     630    0.64    3.01    0.03 -446.97   18.67    5.25     2.4 523793.71
   2024      05      09      02      41      40     350    0.64    2.91    0.62 -448.41   19.28    4.56    2.36 571985.92
   2024      05      09      02      42      40     298    0.16    2.71    0.48 -448.54   17.63    6.62    2.48 473143.59
   2024      05      09      02      43      41     110    0.25    2.87    0.23 -447.67   17.37    6.82    2.38 526200.08
   2024      05      09      02      44      39     278    0.62    2.84    0.47 -449.78   17.65     4.0    2.28 523575.25
   2024      05      09      02      45      40     191    0.22    2.75    0.45 -448.75   18.45    4.17    2.38 500642.38
   2024      05      09      02      46      36     930    0.48    2.52    0.46 -452.44    19.1    3.81    2.45 473411.67
   2024      05      09      02      47      40     798    1.14    2.26    0.34 -448.25   15.27    3.73    2.39 509567.58
   2024      05      09      02      48      35     290    1.06    2.47   -0.24 -454.48   15.71    6.61    2.39 475872.89
   2024      05      09      02      49      45     255   -0.87    2.32    0.69 -443.27   17.88    1.83    2.58 501872.74
   2024      05      09      02      50      40     350   -0.35    2.69    0.09 -448.67   18.72    6.15     2.5 478873.23
   2024      05      09      02      51      40     303   -0.21    2.43   -0.01 -448.81   17.06    6.87    2.57 522117.71
   2024      05      09      02      52      42     164    0.24    2.41   -0.23 -446.76   16.43    7.64    2.52 528674.32
   2024      05      09      02      53      43     425   -0.73    2.33     0.2 -445.39   16.74    6.61     2.6 498542.58
   2024      05      09      02      54      41     946   -0.77    1.96    0.77 -447.05   18.17    2.42    2.65 483261.47
   2024      05      09      02      55      36     145    0.56    2.23    0.13 -453.57   18.34    7.83     2.7 449760.04
   2024      05      09      02      56      36     792    0.53    2.86    0.42 -452.91   17.62    5.84    2.41 456218.92
   2024      05      09      02      57      39     400    0.55    2.78     0.1 -449.95    17.7    7.21     2.4 480137.24
   2024      05      09      02      58      38     126   -0.04    2.16   -0.39 -451.38    16.2   11.94    2.66 470075.69
   2024      05      09      02      59      40     509    0.47    2.83   -0.45 -448.73   17.67    8.48     2.4 521014.0
   2024      05      09      03      00      46     048   -1.46    1.44   -1.09 -442.49    19.5    10.5    3.05 490656.23
   2024      05      09      03      01      47     493   -1.27    1.86    0.01 -441.03   19.65    4.82    2.89 524783.81
   2024      05      09      03      02      41     551   -1.16     2.0    -0.2 -447.58   20.15    5.24    2.78 436835.53
   2024      05      09      03      03      43     958   -1.41    2.01   -0.11 -444.92    20.5    4.29    2.74 500299.6
   2024      05      09      03      04      41     653   -0.55    1.99    0.13 -447.59   18.13    6.46    2.83 526633.93
   2024      05      09      03      05      45     381   -1.36    2.08   -0.03 -443.42   19.78    5.83    2.85 494744.47
   2024      05      09      03      06      47     434   -2.33     0.2    0.71 -441.21   20.18    1.56     3.1 476060.06
   2024      05      09      03      07      45     324   -2.52    0.05    0.44 -443.52   20.34    3.42    3.04 424211.81
   2024      05      09      03      08      48     937   -2.56   -0.17    0.59 -439.61   20.51    2.23    3.04 464819.87
   2024      05      09      03      09      48     855   -2.42     0.4    0.71 -439.77   19.06    3.81    2.99 465994.65
   2024      05      09      03      10      45     386    -2.2    0.36    0.92 -443.51   20.72    2.22     3.1 485747.01
   2024      05      09      03      11      45     180   -2.12   -0.17    1.17 -443.74   21.18    1.24    3.15 481529.15
   2024      05      09      03      12      45     913    -2.1    0.82    0.05 -443.02   19.11    5.59     3.0 454201.85
   2024      05      09      03      13      47     216   -1.45    1.47   -0.58 -441.66    16.2    9.85    2.86 546072.06
   2024      05      09      03      14      43     587   -1.54    1.39   -0.43 -445.64   17.15    9.57    2.93 470000.91
   2024      05      09      03      15      44     916   -2.39   -0.29   -0.75  -444.1    19.0   10.25    3.07 483164.86
   2024      05      09      03      16      45     596   -2.11   -0.48    -1.0 -443.32   19.49   11.37    3.07 525636.69
   2024      05      09      03      17      43     881   -2.17   -0.45   -0.61 -445.26   20.27    8.59    3.02 493618.74
   2024      05      09      03      18      43     514   -1.89   -1.16   -0.28 -445.66   21.04    8.51    3.04 486704.0
   2024      05      09      03      19      46     899   -2.22   -0.35   -0.06 -441.99   21.09    6.12    3.17 517345.87
   2024      05      09      03      20      46     117   -2.03   -0.76   -0.03 -442.82   20.73     9.3    2.96 520467.63
   2024      05      09      03      21      41     571   -2.11   -0.81    0.18  -447.9   21.76    5.42     3.0 428745.99
   2024      05      09      03      22      43     777   -2.37    0.43    0.55  -445.6   18.99    3.43    3.15 464451.57
   2024      05      09      03      23      45     350   -2.05    0.29    1.15 -443.85   20.02    1.27    3.09 502319.6
   2024      05      09      03      24      42     914   -1.91    0.18    1.22 -446.53   20.79   -0.31    3.13 466759.82
   2024      05      09      03      25      46     803   -2.24    0.49    0.85  -442.3    19.8    1.96    3.03 482554.11
   2024      05      09      03      26      43     971   -2.03    0.75    1.05 -445.45    19.6    0.27    2.89 486498.87
   2024      05      09      03      27      41     484   -1.96    0.75    0.73 -448.25   19.09    2.32     3.1 470048.13
   2024      05      09      03      28      43     009   -2.27     0.7    0.18 -446.56   18.67    5.18    3.14 510087.35
   2024      05      09      03      29      42     694   -0.76    2.29   -1.47 -446.92   17.74    8.19    2.77 509181.67
   2024      05      09      03      30      41     102   -0.91    2.12   -1.68 -448.69   17.86    9.62    2.85 477830.33
   2024      05      09      03      31      42     527   -0.96    1.96    -1.5 -447.15   17.25    8.57    2.88 543761.07
   2024      05      09      03      32      42     138   -1.06    1.98   -1.66 -447.58   17.77    8.91    2.86 485137.82
   2024      05      09      03      33      39     350   -1.42    1.95   -1.25 -450.68   18.75     9.3    2.95 428907.47
   2024      05      09      03      34      44     719   -0.44     2.2   -0.57 -444.81   15.56    9.47    2.65 519904.42
   2024      05      09      03      35      43     955   -1.66    1.56   -1.53 -445.56   18.39     9.7    3.06 495826.61
   2024      05      09      03      36      39     125   -1.93    0.99   -1.57  -450.9   19.77   10.96    3.27 433572.73
   2024      05      09      03      37      41     987   -2.17    1.46    -1.3 -447.78   19.22    7.97    3.14 475767.47
   2024      05      09      03      38      42     903   -2.33    1.22   -0.98 -446.73   20.28    7.21    3.27 473419.21
   2024      05      09      03      39      43     216    -2.5    1.35   -0.65 -446.44   20.29    3.77    3.22 472172.96
   2024      05      09      03      40      44     022   -2.03    1.55   -0.81 -445.57   19.12     7.2    3.23 523309.49
   2024      05      09      03      41      43     369    -2.0    1.63   -0.47 -446.35   18.81    5.45    3.11 505419.23
   2024      05      09      03      42      42     391   -2.07    1.64   -0.63 -447.42   19.04    6.55    3.16 473055.58
   2024      05      09      03      43      45     709   -2.39    1.54   -0.51 -443.75   19.31    6.28    3.16 530324.18
   2024      05      09      03      44      42     230   -2.42     1.2   -0.73 -447.64   18.54     7.2    3.24 499011.76
   2024      05      09      03      45      48     477   -1.79   -0.28    -1.7 -440.65   19.99    9.99    3.08 538622.46
   2024      05      09      03      46      50     921   -1.34    2.04    0.05 -438.18   18.69    3.24    2.71 506902.4
   2024      05      09      03      47      49     015   -1.89    2.03   -0.26  -440.2   18.85    6.88    3.15 437162.16
   2024      05      09      03      48      49     317   -1.94    1.99   -0.41 -439.89   18.47    7.43    3.05 448681.0
   2024      05      09      03      49      48     677   -1.87    2.07   -0.04 -440.64   18.15    4.69    2.96 485429.27
   2024      05      09      03      50      48     300   -1.46    2.49    0.52 -441.09   17.98    1.58    2.77 509940.69
   2024      05      09      03      51      47     083   -1.67    2.26    0.07 -442.35   18.97    5.64    2.95 484794.52
   2024      05      09      03      52      44     176   -1.47    2.33    0.93 -445.62   18.35    3.35    2.87 469488.73
   2024      05      09      03      53      53     056   -1.16    2.44    1.11 -436.01   17.83    1.18    2.77 508128.59
   2024      05      09      03      54      53     484   -1.09    2.45    0.86 -435.56   17.66    2.37    2.72 507893.92
   2024      05      09      03      55      50     419   -0.94    2.45    0.97 -438.84   17.95    1.63    2.76 492135.93
   2024      05      09      03      56      50     778   -1.71    1.71    1.41 -438.45   18.46    0.73    2.86 474565.28
   2024      05      09      03      57      51     733   -1.82    1.96    1.26  -437.4    19.1   -0.89    2.92 446527.05
   2024      05      09      03      58      46     359   -1.68    2.59    1.15 -443.18   20.13    2.32    2.59 495026.99
   2024      05      09      03      59      49     131   -1.57    2.41     1.7 -440.26   18.13    -0.1    2.68 485399.92
   2024      05      09      04      00      49     050   -1.43    2.07    2.07 -440.29    19.6   -2.03    2.71 487603.5
   2024      05      09      04      01      44     547   -0.56    1.18    2.47 -445.17   20.66   -3.18    2.99 458668.25
   2024      05      09      04      02      42     871   -0.24    1.56    2.39 -447.04   20.81   -3.37    2.82 415438.08
   2024      05      09      04      03      47     277   -0.79    1.63    2.12 -442.22    20.0   -2.13    2.86 487351.39
   2024      05      09      04      04      50     827   -0.96    1.97    1.93 -438.43   18.82   -0.16    2.63 563316.97
   2024      05      09      04      05      49     919    -1.0    2.05    2.02 -439.41   18.36   -4.47    2.61 477324.45
   2024      05      09      04      06      49     938   -1.14    2.21    1.96 -439.41   17.81   -4.61    2.43 490561.79
   2024      05      09      04      07      47     807   -1.14    2.45    1.56 -441.79   16.82   -1.44    2.36 442757.11
   2024      05      09      04      08      52     630    -1.3     2.7    1.04 -436.62   15.91   -1.93    2.35 550241.84
   2024      05      09      04      09      48     965   -1.28     2.6    0.76 -440.57   15.98    0.41    2.45 477243.12
   2024      05      09      04      10      43     799   -1.13     2.2   -0.67 -446.04   19.55    8.02    2.84 505674.78
   2024      05      09      04      11      45     704   -1.17     2.4   -0.28 -443.97   18.94    7.06    2.79 509100.78
   2024      05      09      04      12      44     048   -1.44    1.84   -1.19 -445.81   18.73    7.35    2.99 499871.76
   2024      05      09      04      13      43     533   -1.38    1.66   -1.73 -446.36   18.67    8.89     3.0 474727.26
   2024      05      09      04      14      45     792   -1.75    0.89   -1.89 -443.85   19.58    7.01     3.2 530775.7
   2024      05      09      04      15      44     339   -1.96    0.97    -2.0 -445.47   19.44    7.21    3.15 471011.51
   2024      05      09      04      16      42     928   -1.63     0.6   -1.96 -447.03   19.39    7.79     3.2 498213.8
   2024      05      09      04      17      35     778   -0.68   -2.28    0.51 -454.97   23.79    -6.1    2.96 469420.35
   2024      05      09      04      18      35     623   -0.99   -2.54    0.15 -455.23   22.66    -3.8    2.83 458724.0
   2024      05      09      04      19      40     018   -1.59   -2.17   -0.19 -450.29   21.15   -0.13    2.76 491707.83
   2024      05      09      04      20      45     889   -1.85   -1.83    -0.3 -443.64   22.96    0.72    3.01 491781.68
   2024      05      09      04      21      43     886   -1.77   -1.93   -0.47 -445.91   21.87    1.04    2.98 506213.22
   2024      05      09      04      22      43     107   -1.81   -1.73   -0.61 -446.75   22.19    3.29    3.01 439360.29
   2024      05      09      04      23      44     502   -2.39   -0.51    0.32 -445.22   21.49   -4.38    3.22 444693.45
   2024      05      09      04      24      43     150   -2.22   -0.31   -1.55 -446.76   19.39    8.44    3.28 481045.65
   2024      05      09      04      25      48     162   -2.59   -0.72    0.05 -441.22    21.4   -0.39    3.29 524144.26
   2024      05      09      04      26      44     625   -2.19   -1.19    0.03 -445.05   22.46   -1.25    3.18 437994.05
   2024      05      09      04      27      40     698   -1.52    0.05   -1.96 -449.47   18.86   10.79    3.31 462347.22
   2024      05      09      04      28      46     738   -2.27   -0.93   -0.47 -442.74   21.83   -0.01    3.17 512503.19
   2024      05      09      04      29      44     578   -2.32   -0.88    0.07 -445.11   21.97    -1.6    3.36 478109.33
   2024      05      09      04      30      45     414   -2.39   -0.67    0.37 -444.19   21.72   -3.08    3.27 468126.55
   2024      05      09      04      31      44     425   -2.48   -0.06    0.59 -445.28    21.5   -4.46    3.24 472830.34
   2024      05      09      04      32      46     586   -2.62   -0.09    0.47 -442.91    21.2   -3.24    3.24 492960.29
   2024      05      09      04      33      45     324   -2.63    0.27    0.62 -444.29   21.14   -3.57    3.24 468821.83
   2024      05      09      04      34      47     426    -2.2    0.72    0.74 -441.99    20.7   -4.26    3.16 535792.48
   2024      05      09      04      35      46     941   -2.35    0.36    0.68 -442.54   20.27   -3.13    3.19 484421.38
   2024      05      09      04      36      45     035   -2.06    1.34    0.25  -444.7    18.9   -1.24    3.11 465056.05
