year, month, day, hour, minute, second, I total up North [MA], I total down North [MA], I day up North [MA], I day down North [MA], I night up North [MA], I night down North [MA], I total up South [MA], I total down South [MA], I day up South [MA], I day down South [MA], I night up South [MA], I night down South [MA]
2024 05 10 00 28 00     2.70   -2.86    1.28   -0.98    1.42   -1.88    1.71   -1.33    0.52   -0.40    1.20   -0.93
2024 05 10 00 30 00     2.50   -2.51    1.26   -0.88    1.24   -1.62    1.74   -1.31    0.52   -0.36    1.22   -0.95
2024 05 10 00 32 00     2.53   -2.58    1.26   -0.90    1.27   -1.68    1.57   -1.39    0.49   -0.38    1.08   -1.02
2024 05 10 00 34 00     2.49   -2.60    1.13   -0.85    1.36   -1.75    1.76   -1.59    0.60   -0.47    1.16   -1.12
2024 05 10 00 36 00     2.84   -2.74    1.43   -1.08    1.41   -1.65    1.55   -1.65    0.43   -0.45    1.12   -1.21
2024 05 10 00 38 00     2.73   -2.70    1.52   -1.28    1.20   -1.42    1.83   -1.72    0.77   -0.56    1.06   -1.17
2024 05 10 00 40 00     2.62   -2.48    1.60   -1.29    1.02   -1.19    1.80   -1.73    0.80   -0.56    1.01   -1.17
2024 05 10 00 42 00     2.80   -2.76    1.68   -1.38    1.12   -1.38    1.53   -1.51    0.70   -0.61    0.82   -0.89
2024 05 10 00 44 00     2.81   -2.83    1.70   -1.43    1.11   -1.41    1.58   -1.57    0.75   -0.60    0.83   -0.97
2024 05 10 00 46 00     2.92   -2.94    1.59   -1.30    1.33   -1.64    1.75   -1.62    0.84   -0.60    0.92   -1.02
2024 05 10 00 48 00     3.05   -3.11    1.70   -1.41    1.35   -1.69    1.89   -1.66    0.85   -0.62    1.04   -1.03
2024 05 10 00 50 00     2.73   -2.63    1.46   -1.16    1.27   -1.47    1.88   -1.71    0.89   -0.63    0.99   -1.09
2024 05 10 00 52 00     2.75   -2.66    1.46   -1.15    1.29   -1.51    1.68   -1.56    0.85   -0.54    0.83   -1.01
2024 05 10 00 54 00     2.87   -2.60    1.69   -1.22    1.18   -1.39    1.72   -1.65    0.78   -0.57    0.94   -1.08
2024 05 10 00 56 00     2.98   -2.64    1.69   -1.28    1.29   -1.35    1.85   -1.86    0.95   -0.82    0.90   -1.04
2024 05 10 00 58 00     3.34   -2.97    1.84   -1.27    1.50   -1.69    1.84   -1.69    0.84   -0.70    0.99   -0.99
2024 05 10 01 00 00     3.19   -3.08    1.70   -1.34    1.49   -1.74    2.07   -1.80    0.90   -0.72    1.17   -1.08
2024 05 10 01 02 00     3.31   -3.23    1.74   -1.45    1.56   -1.79    2.10   -1.90    0.85   -0.75    1.25   -1.15
2024 05 10 01 04 00     3.35   -3.45    1.81   -1.60    1.53   -1.85    2.39   -2.21    0.94   -0.87    1.44   -1.34
2024 05 10 01 06 00     3.52   -3.43    1.96   -1.59    1.56   -1.84    2.44   -2.50    1.05   -1.09    1.39   -1.41
2024 05 10 01 08 00     3.50   -3.45    1.75   -1.58    1.75   -1.86    2.64   -2.64    1.02   -0.97    1.62   -1.67
2024 05 10 01 10 00     3.40   -3.39    1.74   -1.46    1.65   -1.93    2.69   -2.57    1.01   -1.05    1.68   -1.52
2024 05 10 01 12 00     3.58   -3.55    1.80   -1.47    1.78   -2.08    3.14   -2.77    1.20   -1.18    1.94   -1.59
2024 05 10 01 14 00     3.60   -3.78    1.88   -1.71    1.72   -2.07    2.89   -2.71    1.22   -1.20    1.68   -1.51
2024 05 10 01 16 00     3.78   -3.93    2.01   -1.78    1.77   -2.15    2.68   -2.62    1.14   -1.13    1.54   -1.49
2024 05 10 01 18 00     4.31   -4.37    2.17   -1.87    2.14   -2.51    2.54   -2.44    1.15   -1.07    1.39   -1.37
2024 05 10 01 20 00     4.23   -4.43    1.95   -1.74    2.28   -2.69    2.95   -2.85    1.32   -1.15    1.63   -1.70
2024 05 10 01 22 00     4.04   -4.16    2.04   -1.71    2.00   -2.44    2.76   -2.99    1.41   -1.38    1.35   -1.61
2024 05 10 01 24 00     4.13   -4.17    2.02   -1.64    2.12   -2.52    2.79   -2.96    1.46   -1.45    1.33   -1.51
2024 05 10 01 26 00     3.90   -4.03    1.93   -1.62    1.98   -2.41    2.73   -2.75    1.35   -1.30    1.38   -1.45
2024 05 10 01 28 00     3.98   -3.95    1.87   -1.42    2.11   -2.53    2.63   -2.68    1.35   -1.28    1.28   -1.41
2024 05 10 01 30 00     3.98   -3.94    1.72   -1.44    2.26   -2.51    2.58   -2.59    1.22   -1.14    1.37   -1.46
2024 05 10 01 32 00     4.13   -4.04    1.77   -1.48    2.36   -2.56    2.48   -2.23    1.15   -1.07    1.33   -1.17
2024 05 10 01 34 00     4.08   -4.30    1.85   -1.72    2.23   -2.58    2.71   -2.10    1.18   -1.03    1.53   -1.07
2024 05 10 01 36 00     4.33   -4.49    2.09   -1.73    2.24   -2.76    2.92   -2.71    1.18   -1.25    1.74   -1.46
2024 05 10 01 38 00     4.29   -4.38    2.14   -1.86    2.14   -2.52    2.91   -2.87    1.33   -1.34    1.58   -1.53
2024 05 10 01 40 00     3.83   -4.01    1.95   -1.78    1.88   -2.23    3.11   -2.96    1.48   -1.45    1.63   -1.51
2024 05 10 01 42 00     3.93   -4.08    2.00   -1.83    1.92   -2.26    3.04   -2.98    1.28   -1.29    1.76   -1.69
2024 05 10 01 44 00     3.74   -3.91    1.87   -1.87    1.87   -2.03    3.17   -3.21    1.28   -1.43    1.89   -1.78
2024 05 10 01 46 00     3.72   -3.75    2.01   -1.93    1.71   -1.82    3.02   -3.03    1.28   -1.34    1.74   -1.69
2024 05 10 01 48 00     3.68   -3.74    2.01   -1.95    1.67   -1.80    2.85   -2.71    1.17   -1.15    1.68   -1.56
2024 05 10 01 50 00     3.53   -3.74    2.03   -1.96    1.50   -1.78    2.81   -2.80    1.09   -1.12    1.72   -1.67
2024 05 10 01 52 00     3.66   -3.88    2.07   -2.00    1.60   -1.88    2.86   -2.82    0.89   -1.04    1.97   -1.78
2024 05 10 01 54 00     3.38   -3.55    2.03   -1.98    1.36   -1.56    2.81   -2.76    0.95   -0.99    1.85   -1.77
2024 05 10 01 56 00     3.47   -3.67    1.90   -1.91    1.58   -1.76    3.01   -2.86    0.99   -1.06    2.02   -1.79
2024 05 10 01 58 00     3.14   -3.36    1.88   -1.86    1.25   -1.50    2.87   -2.83    0.83   -1.15    2.05   -1.68
2024 05 10 02 00 00     3.34   -3.43    1.84   -1.88    1.50   -1.55    2.70   -2.57    0.87   -1.18    1.83   -1.39
2024 05 10 02 02 00     3.10   -3.23    1.82   -1.83    1.28   -1.40    2.80   -2.73    0.97   -1.24    1.83   -1.49
2024 05 10 02 04 00     2.94   -3.10    1.77   -1.82    1.18   -1.29    2.86   -2.38    1.00   -1.06    1.85   -1.33
2024 05 10 02 06 00     2.93   -3.05    1.61   -1.66    1.32   -1.39    2.63   -2.29    0.91   -0.91    1.72   -1.38
2024 05 10 02 08 00     2.65   -2.99    1.63   -1.76    1.02   -1.23    2.45   -2.30    0.84   -0.93    1.61   -1.37
2024 05 10 02 10 00     2.46   -2.71    1.53   -1.62    0.93   -1.09    1.85   -1.90    0.61   -0.71    1.24   -1.19
2024 05 10 02 12 00     2.24   -2.56    1.40   -1.58    0.84   -0.98    1.95   -1.93    0.62   -0.69    1.33   -1.24
2024 05 10 02 14 00     2.13   -2.36    1.31   -1.52    0.82   -0.84    1.95   -1.84    0.63   -0.65    1.33   -1.19
2024 05 10 02 16 00     2.18   -2.33    1.45   -1.61    0.72   -0.72    2.13   -2.02    0.62   -0.70    1.51   -1.31
2024 05 10 02 18 00     2.04   -2.14    1.44   -1.48    0.59   -0.65    2.20   -2.07    0.82   -0.83    1.38   -1.24
2024 05 10 02 20 00     2.37   -2.32    1.69   -1.61    0.68   -0.71    2.13   -2.00    0.78   -0.88    1.36   -1.12
2024 05 10 02 22 00     2.25   -2.19    1.63   -1.57    0.62   -0.62    1.99   -1.91    0.77   -0.85    1.21   -1.06
2024 05 10 02 24 00     1.96   -1.96    1.44   -1.37    0.52   -0.58    1.92   -1.80    0.78   -0.80    1.14   -1.01
2024 05 10 02 26 00     1.97   -2.15    1.42   -1.41    0.55   -0.74    1.57   -1.63    0.59   -0.73    0.98   -0.90
2024 05 10 02 28 00     1.90   -1.96    1.39   -1.28    0.52   -0.67    1.55   -1.43    0.71   -0.62    0.84   -0.80
2024 05 10 02 30 00     1.52   -1.76    1.14   -1.16    0.38   -0.61    1.41   -1.46    0.60   -0.68    0.80   -0.78
2024 05 10 02 32 00     2.03   -2.23    1.57   -1.56    0.45   -0.67    1.30   -1.18    0.55   -0.47    0.74   -0.71
2024 05 10 02 34 00     2.01   -2.22    1.51   -1.51    0.50   -0.71    1.46   -1.19    0.69   -0.58    0.77   -0.61
2024 05 10 02 36 00     2.16   -2.15    1.52   -1.45    0.64   -0.70    1.41   -1.12    0.64   -0.54    0.77   -0.58
2024 05 10 02 38 00     2.20   -2.15    1.62   -1.41    0.58   -0.74    1.32   -1.05    0.60   -0.54    0.72   -0.50
2024 05 10 02 40 00     1.99   -1.89    1.41   -1.20    0.58   -0.69    1.03   -0.96    0.39   -0.51    0.64   -0.46
2024 05 10 02 42 00     1.73   -2.02    1.35   -1.33    0.38   -0.69    1.01   -0.82    0.39   -0.42    0.61   -0.41
2024 05 10 02 44 00     1.60   -2.08    1.22   -1.38    0.38   -0.70    1.11   -0.84    0.54   -0.42    0.57   -0.42
2024 05 10 02 46 00     1.62   -2.02    1.35   -1.41    0.27   -0.61    0.94   -0.80    0.38   -0.34    0.56   -0.46
2024 05 10 02 48 00     1.60   -2.18    1.34   -1.49    0.27   -0.69    1.03   -0.77    0.45   -0.34    0.58   -0.44
2024 05 10 02 50 00     1.59   -1.98    1.37   -1.35    0.22   -0.63    0.98   -0.73    0.46   -0.29    0.52   -0.43
2024 05 10 02 52 00     1.50   -1.83    1.24   -1.24    0.26   -0.59    0.89   -0.51    0.40   -0.22    0.49   -0.30
2024 05 10 02 54 00     1.27   -1.74    1.10   -1.16    0.17   -0.58    0.56   -0.47    0.16   -0.18    0.40   -0.29
2024 05 10 02 56 00     1.38   -1.78    1.15   -1.18    0.23   -0.61    0.79   -0.52    0.30   -0.15    0.49   -0.37
2024 05 10 02 58 00     1.41   -1.86    1.22   -1.19    0.19   -0.67    0.80   -0.56    0.26   -0.21    0.54   -0.35
2024 05 10 03 00 00     1.33   -1.61    1.09   -1.07    0.24   -0.54    0.68   -0.48    0.22   -0.21    0.46   -0.27
2024 05 10 03 02 00     1.24   -1.48    1.01   -0.95    0.24   -0.53    0.81   -0.31    0.33   -0.17    0.48   -0.14
2024 05 10 03 04 00     1.67   -2.03    1.25   -1.25    0.43   -0.79    1.21   -0.67    0.67   -0.50    0.54   -0.16
2024 05 10 03 06 00     1.79   -1.94    1.23   -1.16    0.56   -0.78    1.22   -0.68    0.61   -0.49    0.61   -0.19
2024 05 10 03 08 00     1.67   -1.92    1.23   -1.13    0.45   -0.79    1.34   -0.79    0.67   -0.58    0.66   -0.21
2024 05 10 03 10 00     1.92   -2.22    1.43   -1.34    0.48   -0.88    1.40   -0.69    0.75   -0.54    0.65   -0.15
2024 05 10 03 12 00     1.92   -2.16    1.46   -1.40    0.45   -0.77    1.27   -0.64    0.69   -0.47    0.58   -0.18
2024 05 10 03 14 00     1.80   -2.01    1.44   -1.44    0.36   -0.57    1.43   -0.78    0.70   -0.42    0.73   -0.36
2024 05 10 03 16 00     2.02   -2.30    1.68   -1.70    0.34   -0.59    1.18   -0.62    0.66   -0.36    0.52   -0.26
2024 05 10 03 18 00     2.00   -2.25    1.57   -1.52    0.43   -0.73    1.09   -0.68    0.65   -0.46    0.44   -0.22
2024 05 10 03 20 00     2.41   -2.59    1.95   -1.80    0.46   -0.79    1.44   -1.42    0.99   -1.12    0.45   -0.30
2024 05 10 03 22 00     2.12   -2.44    1.82   -1.76    0.30   -0.68    1.14   -1.38    0.72   -1.02    0.41   -0.36
2024 05 10 03 24 00     2.49   -2.87    2.11   -2.25    0.38   -0.63    1.24   -1.47    0.68   -1.10    0.56   -0.38
2024 05 10 03 26 00     2.58   -2.89    2.06   -2.16    0.52   -0.73    1.42   -1.57    0.87   -1.19    0.55   -0.39
2024 05 10 03 28 00     2.35   -2.51    1.80   -1.89    0.55   -0.62    1.92   -1.84    1.20   -1.35    0.73   -0.49
2024 05 10 03 30 00     2.06   -2.21    1.71   -1.61    0.35   -0.60    2.15   -2.20    1.40   -1.50    0.75   -0.70
2024 05 10 03 32 00     2.23   -2.15    1.88   -1.63    0.35   -0.52    2.45   -2.36    1.53   -1.59    0.92   -0.77
2024 05 10 03 34 00     2.33   -2.43    1.78   -1.62    0.54   -0.80    2.23   -2.14    1.39   -1.38    0.85   -0.76
2024 05 10 03 36 00     2.53   -2.74    1.94   -1.91    0.59   -0.82    2.19   -2.17    1.28   -1.48    0.91   -0.69
2024 05 10 03 38 00     2.53   -2.78    1.88   -1.77    0.64   -1.01    1.88   -1.75    0.99   -1.13    0.89   -0.62
2024 05 10 03 40 00     2.45   -2.57    1.73   -1.61    0.72   -0.96    2.00   -1.91    1.15   -1.20    0.85   -0.71
2024 05 10 03 42 00     2.79   -2.74    1.93   -1.85    0.86   -0.88    2.02   -1.93    1.21   -1.25    0.81   -0.68
2024 05 10 03 44 00     2.75   -2.79    1.96   -1.94    0.80   -0.85    1.94   -2.17    1.15   -1.37    0.79   -0.80
2024 05 10 03 46 00     2.77   -2.91    1.94   -1.93    0.82   -0.97    1.95   -2.16    1.15   -1.30    0.81   -0.86
2024 05 10 03 48 00     2.66   -2.89    1.93   -1.98    0.73   -0.91    1.77   -1.92    0.96   -1.15    0.82   -0.77
2024 05 10 03 50 00     2.83   -2.84    2.09   -2.01    0.74   -0.83    1.82   -2.14    1.04   -1.28    0.78   -0.87
2024 05 10 03 52 00     2.79   -2.79    1.98   -2.01    0.81   -0.78    1.88   -2.05    1.06   -1.24    0.82   -0.80
2024 05 10 03 54 00     3.03   -3.04    2.22   -2.33    0.81   -0.71    1.92   -2.12    1.17   -1.40    0.74   -0.72
2024 05 10 03 56 00     3.04   -2.94    2.18   -2.26    0.86   -0.68    1.87   -2.04    1.19   -1.32    0.68   -0.72
2024 05 10 03 58 00     3.19   -3.13    2.32   -2.34    0.87   -0.79    1.82   -1.98    1.09   -1.17    0.73   -0.81
2024 05 10 04 00 00     3.04   -3.05    2.21   -2.21    0.83   -0.85    1.82   -1.89    1.17   -1.13    0.65   -0.76
2024 05 10 04 02 00     3.26   -3.19    2.26   -2.24    1.00   -0.95    1.98   -1.88    1.13   -1.19    0.85   -0.70
2024 05 10 04 04 00     3.25   -3.14    2.30   -2.24    0.95   -0.90    1.84   -2.03    1.08   -1.32    0.75   -0.71
2024 05 10 04 06 00     3.26   -3.13    2.25   -2.11    1.01   -1.01    1.76   -1.92    0.98   -1.24    0.77   -0.68
2024 05 10 04 08 00     3.32   -3.16    2.20   -2.18    1.12   -0.98    1.82   -2.02    1.03   -1.26    0.79   -0.76
2024 05 10 04 10 00     3.24   -3.08    2.12   -2.07    1.11   -1.01    1.91   -2.11    1.15   -1.39    0.76   -0.72
2024 05 10 04 12 00     3.15   -3.05    2.06   -2.06    1.09   -0.99    1.96   -2.08    1.18   -1.39    0.78   -0.69
2024 05 10 04 14 00     3.40   -3.10    2.13   -2.10    1.27   -1.00    2.01   -2.12    1.19   -1.42    0.82   -0.69
2024 05 10 04 16 00     3.06   -2.67    1.85   -1.83    1.21   -0.84    1.94   -1.95    1.06   -1.22    0.88   -0.73
2024 05 10 04 18 00     3.05   -2.67    1.85   -1.78    1.19   -0.89    1.89   -1.99    0.98   -1.33    0.91   -0.66
2024 05 10 04 20 00     3.01   -2.78    1.91   -1.85    1.10   -0.93    1.96   -1.88    0.93   -1.22    1.02   -0.66
2024 05 10 04 22 00     2.85   -2.72    1.79   -1.77    1.06   -0.96    1.87   -1.87    0.91   -1.27    0.95   -0.60
2024 05 10 04 24 00     2.80   -2.59    1.80   -1.80    1.00   -0.80    1.70   -1.59    0.70   -0.99    1.00   -0.59
2024 05 10 04 26 00     2.77   -2.70    1.73   -1.84    1.04   -0.85    1.97   -1.64    0.80   -1.01    1.17   -0.63
2024 05 10 04 28 00     2.68   -2.62    1.67   -1.72    1.01   -0.90    2.10   -1.71    0.80   -1.02    1.30   -0.69
2024 05 10 04 30 00     2.75   -2.65    1.64   -1.77    1.11   -0.89    1.88   -1.58    0.72   -0.89    1.16   -0.69
2024 05 10 04 32 00     2.57   -2.51    1.53   -1.62    1.04   -0.89    1.84   -1.60    0.64   -0.81    1.20   -0.79
2024 05 10 04 34 00     2.56   -2.69    1.61   -1.80    0.95   -0.89    1.95   -1.64    0.65   -0.81    1.31   -0.83
2024 05 10 04 36 00     2.78   -2.43    1.64   -1.55    1.15   -0.88    2.14   -1.69    0.80   -0.94    1.35   -0.74
2024 05 10 04 38 00     2.77   -2.29    1.62   -1.46    1.15   -0.83    2.12   -1.69    0.74   -0.90    1.38   -0.79
2024 05 10 04 40 00     2.70   -2.32    1.60   -1.47    1.10   -0.85    2.03   -1.71    0.70   -0.84    1.33   -0.87
2024 05 10 04 42 00     2.60   -2.22    1.53   -1.46    1.06   -0.77    2.18   -1.90    0.83   -1.01    1.35   -0.88
2024 05 10 04 44 00     2.31   -2.14    1.45   -1.38    0.87   -0.76    2.11   -1.89    0.83   -1.04    1.28   -0.85
2024 05 10 04 46 00     2.43   -2.22    1.42   -1.33    1.00   -0.89    2.02   -1.76    0.71   -0.93    1.31   -0.82
2024 05 10 04 48 00     2.34   -2.31    1.32   -1.36    1.02   -0.94    1.96   -1.70    0.77   -1.02    1.19   -0.69
2024 05 10 04 50 00     2.26   -2.16    1.30   -1.28    0.96   -0.88    2.03   -1.60    0.78   -0.95    1.25   -0.65
2024 05 10 04 52 00     2.48   -2.39    1.43   -1.35    1.06   -1.04    2.20   -1.81    0.91   -0.99    1.29   -0.81
2024 05 10 04 54 00     2.38   -2.26    1.42   -1.26    0.97   -1.00    2.26   -1.71    0.87   -0.92    1.39   -0.80
2024 05 10 04 56 00     2.65   -2.39    1.46   -1.27    1.19   -1.12    2.13   -1.89    0.72   -1.00    1.41   -0.89
2024 05 10 04 58 00     2.67   -2.39    1.52   -1.33    1.15   -1.06    2.04   -1.85    0.81   -0.98    1.23   -0.87
2024 05 10 05 00 00     2.93   -2.68    1.59   -1.38    1.34   -1.31    2.16   -1.92    0.83   -0.96    1.33   -0.96
2024 05 10 05 02 00     2.78   -2.49    1.55   -1.37    1.23   -1.12    2.29   -2.12    0.74   -0.95    1.54   -1.17
2024 05 10 05 04 00     2.69   -2.55    1.51   -1.45    1.18   -1.10    2.13   -1.84    0.67   -0.84    1.45   -1.00
2024 05 10 05 06 00     2.68   -2.46    1.51   -1.41    1.17   -1.05    2.00   -1.86    0.76   -0.93    1.24   -0.93
2024 05 10 05 08 00     2.57   -2.26    1.50   -1.40    1.06   -0.86    1.99   -1.72    0.76   -0.83    1.23   -0.89
2024 05 10 05 10 00     2.33   -2.13    1.42   -1.32    0.91   -0.81    1.82   -1.70    0.61   -0.69    1.21   -1.01
2024 05 10 05 12 00     2.04   -2.12    1.30   -1.27    0.74   -0.86    1.88   -1.68    0.63   -0.70    1.24   -0.98
2024 05 10 05 14 00     2.15   -2.18    1.34   -1.26    0.82   -0.92    2.00   -1.65    0.68   -0.65    1.33   -1.01
2024 05 10 05 16 00     2.08   -2.11    1.24   -1.22    0.84   -0.89    2.10   -1.90    0.73   -0.79    1.38   -1.11
2024 05 10 05 18 00     2.04   -2.15    1.27   -1.17    0.77   -0.98    2.05   -1.79    0.70   -0.77    1.35   -1.02
2024 05 10 05 20 00     2.12   -2.25    1.25   -1.26    0.88   -0.99    2.07   -1.79    0.63   -0.75    1.45   -1.04
2024 05 10 05 22 00     2.31   -2.31    1.29   -1.19    1.02   -1.11    2.15   -1.89    0.65   -0.76    1.50   -1.13
2024 05 10 05 24 00     2.26   -2.37    1.22   -1.23    1.03   -1.13    2.11   -1.74    0.66   -0.69    1.45   -1.05
2024 05 10 05 26 00     2.20   -2.34    1.24   -1.18    0.96   -1.16    2.05   -1.85    0.69   -0.69    1.36   -1.16
2024 05 10 05 28 00     2.25   -2.33    1.23   -1.24    1.02   -1.09    2.29   -1.90    0.70   -0.68    1.59   -1.22
2024 05 10 05 30 00     2.23   -2.07    1.22   -1.13    1.00   -0.95    2.03   -2.00    0.67   -0.68    1.36   -1.31
2024 05 10 05 32 00     2.26   -2.20    1.17   -1.06    1.10   -1.14    1.97   -2.08    0.68   -0.63    1.29   -1.45
2024 05 10 05 34 00     2.31   -2.32    1.28   -1.17    1.03   -1.14    1.82   -1.90    0.55   -0.47    1.27   -1.42
2024 05 10 05 36 00     2.48   -2.41    1.39   -1.17    1.09   -1.24    2.05   -2.12    0.60   -0.49    1.45   -1.63
2024 05 10 05 38 00     2.42   -2.50    1.29   -1.19    1.12   -1.31    1.91   -1.83    0.54   -0.46    1.36   -1.38
2024 05 10 05 40 00     2.46   -2.62    1.28   -1.16    1.18   -1.46    2.66   -2.46    0.64   -0.64    2.02   -1.82
2024 05 10 05 42 00     2.81   -2.85    1.41   -1.25    1.40   -1.61    2.36   -2.28    0.56   -0.71    1.80   -1.57
2024 05 10 05 44 00     2.81   -2.66    1.54   -1.27    1.27   -1.39    2.42   -2.13    0.63   -0.63    1.78   -1.50
2024 05 10 05 46 00     2.29   -2.00    1.28   -1.07    1.01   -0.92    2.59   -2.35    0.77   -0.80    1.82   -1.54
2024 05 10 05 48 00     2.80   -2.38    1.42   -1.14    1.38   -1.24    2.31   -2.08    0.69   -0.69    1.61   -1.38
2024 05 10 05 50 00     2.54   -2.20    1.34   -1.08    1.21   -1.12    2.55   -2.25    0.78   -0.82    1.77   -1.43
2024 05 10 05 52 00     2.31   -2.18    1.28   -1.12    1.03   -1.06    2.56   -2.19    0.77   -0.74    1.79   -1.44
2024 05 10 05 54 00     2.43   -2.26    1.30   -1.09    1.13   -1.16    2.71   -2.33    0.85   -0.78    1.86   -1.54
2024 05 10 05 56 00     2.59   -2.03    1.54   -1.12    1.05   -0.91    2.45   -2.10    0.80   -0.65    1.65   -1.45
2024 05 10 05 58 00     2.49   -2.05    1.47   -1.12    1.02   -0.93    2.24   -2.05    0.72   -0.72    1.52   -1.33
2024 05 10 06 00 00     2.17   -1.73    1.49   -1.05    0.67   -0.68    2.21   -1.91    0.76   -0.75    1.45   -1.16
2024 05 10 06 02 00     2.08   -1.80    1.46   -1.01    0.62   -0.79    2.19   -1.81    0.73   -0.77    1.45   -1.04
2024 05 10 06 04 00     1.93   -1.84    1.32   -1.04    0.61   -0.80    2.14   -1.87    0.51   -0.61    1.63   -1.26
2024 05 10 06 06 00     2.04   -1.92    1.39   -1.06    0.65   -0.86    2.01   -1.90    0.62   -0.71    1.39   -1.19
2024 05 10 06 08 00     2.40   -2.33    1.57   -1.12    0.83   -1.21    2.03   -1.84    0.77   -0.80    1.26   -1.04
2024 05 10 06 10 00     2.53   -2.57    1.53   -1.22    1.00   -1.35    2.45   -2.18    0.83   -0.89    1.62   -1.30
2024 05 10 06 12 00     2.23   -2.14    1.11   -0.94    1.12   -1.21    2.50   -2.02    0.84   -0.77    1.66   -1.24
2024 05 10 06 14 00     2.19   -2.21    1.16   -0.98    1.03   -1.23    2.44   -1.98    0.84   -0.81    1.60   -1.17
2024 05 10 06 16 00     2.19   -2.16    1.14   -0.95    1.05   -1.21    2.15   -1.94    0.77   -0.85    1.39   -1.09
2024 05 10 06 18 00     2.18   -1.94    1.24   -0.89    0.94   -1.05    2.22   -1.94    0.82   -0.89    1.40   -1.05
2024 05 10 06 20 00     2.05   -1.94    1.25   -0.95    0.79   -0.99    2.02   -1.85    0.75   -0.89    1.27   -0.96
2024 05 10 06 22 00     2.11   -1.89    1.19   -0.95    0.92   -0.93    2.07   -2.17    0.85   -1.12    1.22   -1.05
2024 05 10 06 24 00     2.13   -2.04    1.12   -0.94    1.01   -1.11    2.22   -2.13    0.77   -1.02    1.45   -1.11
2024 05 10 06 26 00     2.20   -1.97    1.20   -0.85    1.00   -1.12    2.24   -2.18    0.76   -1.05    1.49   -1.13
2024 05 10 06 28 00     2.10   -1.86    1.15   -0.95    0.95   -0.91    2.10   -2.01    0.65   -0.90    1.45   -1.11
2024 05 10 06 30 00     2.24   -2.11    1.17   -1.01    1.06   -1.11    2.13   -1.97    0.58   -0.86    1.56   -1.11
2024 05 10 06 32 00     2.56   -2.45    1.33   -1.06    1.23   -1.39    2.13   -1.92    0.69   -0.88    1.44   -1.04
2024 05 10 06 34 00     2.48   -2.34    1.22   -0.98    1.26   -1.36    2.17   -1.92    0.81   -1.00    1.35   -0.92
2024 05 10 06 36 00     2.37   -2.30    1.33   -1.05    1.04   -1.25    2.04   -1.92    0.70   -0.95    1.34   -0.97
2024 05 10 06 38 00     2.34   -2.37    1.37   -1.14    0.97   -1.24    1.94   -1.92    0.80   -1.05    1.13   -0.87
2024 05 10 06 40 00     2.16   -2.21    1.26   -1.02    0.89   -1.19    1.89   -1.78    0.76   -0.90    1.14   -0.88
2024 05 10 06 42 00     1.82   -1.77    1.23   -1.03    0.58   -0.74    1.82   -1.52    0.67   -0.74    1.15   -0.78
2024 05 10 06 44 00     1.81   -1.99    1.29   -1.10    0.52   -0.89    1.57   -1.40    0.70   -0.76    0.87   -0.65
2024 05 10 06 46 00     1.82   -1.88    1.24   -1.07    0.58   -0.80    1.61   -1.48    0.68   -0.82    0.93   -0.65
2024 05 10 06 48 00     1.91   -1.81    1.42   -1.18    0.48   -0.64    1.71   -1.65    0.70   -0.84    1.01   -0.82
