datetime,mlat,mlt,glat,glon,alt,Ex,pot,cpcp_kV,pass_id
2024-05-10 01:34:47,40.018894,17.788563,33.44585,244.57716,843.7879,2.7154045e-05,0.1766664395557059,46.0,N_564
2024-05-10 01:34:48,40.0752,17.786812,33.501804,244.55618,843.7879,3.4679353e-05,-7.854846883701802,46.0,N_564
2024-05-10 01:34:49,40.131496,17.785057,33.56475,244.54219,843.7879,4.317786e-05,-16.553449830047846,46.0,N_564
2024-05-10 01:34:50,40.18778,17.783298,33.6277,244.52821,843.7879,5.1710398e-05,-25.243790174465847,46.0,N_564
2024-05-10 01:34:51,40.24405,17.781538,33.68365,244.50722,843.7879,5.9328373e-05,-33.16782883396689,46.0,N_564
2024-05-10 01:34:52,40.300312,17.779774,33.732613,244.49324,843.7879,6.602516e-05,-39.79351062832152,46.0,N_564
2024-05-10 01:34:53,40.35656,17.778008,33.79556,244.47226,843.7879,7.776909e-05,-48.44843789488296,46.0,N_564
2024-05-10 01:34:54,40.4128,17.776237,33.858505,244.45128,843.7879,8.643576e-05,-57.119726558548365,46.0,N_564
2024-05-10 01:34:55,40.46903,17.774466,33.91446,244.43729,843.7879,9.4175164e-05,-64.65426450705762,46.0,N_564
2024-05-10 01:34:56,40.525246,17.77269,33.963417,244.4233,843.7879,0.00010098313,-71.0254937898518,46.0,N_564
2024-05-10 01:34:57,40.58145,17.77091,34.026363,244.40231,843.7879,0.000109743894,-79.46391144139079,46.0,N_564
2024-05-10 01:34:58,40.637646,17.769129,34.08931,244.38832,843.7879,0.0001185422,-87.71158431425255,46.0,N_564
2024-05-10 01:34:59,40.69383,17.767344,34.145264,244.36734,843.7879,0.00012640216,-95.16900241072968,46.0,N_564
2024-05-10 01:35:00,40.75,17.765556,34.201218,244.35335,843.7879,0.00013429494,-102.37780787973573,46.0,N_564
2024-05-10 01:35:01,40.806244,17.763767,34.257168,244.33937,843.7879,0.00014221872,-109.40710400446493,46.0,N_564
2024-05-10 01:35:02,40.862473,17.761976,34.320118,244.31839,843.7879,0.00015425264,-117.5273337604312,46.0,N_564
2024-05-10 01:35:03,40.918686,17.760181,34.383064,244.3044,843.7879,0.0001632165,-125.48535165610522,46.0,N_564
2024-05-10 01:35:04,40.974888,17.758385,34.439014,244.28342,843.7879,0.00017123649,-132.4998796386167,46.0,N_564
2024-05-10 01:35:05,41.031075,17.756582,34.501965,244.26244,843.7879,0.00018026876,-140.57206006161633,46.0,N_564
2024-05-10 01:35:06,41.08725,17.754778,34.557915,244.24844,843.7879,0.00018834823,-147.5792449881929,46.0,N_564
2024-05-10 01:35:07,41.14341,17.752972,34.606876,244.23445,843.7879,0.00019546646,-153.41005614253345,46.0,N_564
2024-05-10 01:35:08,41.199554,17.751162,34.662827,244.21347,843.7879,0.00019090979,-160.30950020453088,46.0,N_564
2024-05-10 01:35:09,41.255688,17.749348,34.725777,244.19948,843.7879,0.00020006903,-168.02597557741836,46.0,N_564
2024-05-10 01:35:10,41.311806,17.747532,34.781727,244.1785,843.7879,0.00022405971,-174.68927346855463,46.0,N_564
2024-05-10 01:35:11,41.36791,17.745712,34.844673,244.1645,843.7879,0.00022058623,-182.10716826000396,46.0,N_564
2024-05-10 01:35:12,41.424,17.743889,34.907623,244.14352,843.7879,0.00022984788,-189.82586321612735,46.0,N_564
2024-05-10 01:35:13,41.480076,17.742064,34.963573,244.12254,843.7879,0.000116223775,-197.34267864826433,46.0,N_564
2024-05-10 01:35:14,41.536137,17.740234,35.019527,244.10857,843.7879,9.8969096e-05,-204.77147060614732,46.0,N_564
2024-05-10 01:35:15,41.592186,17.738403,35.07548,244.09457,843.7879,0.00011988159,-211.96005752303225,46.0,N_564
2024-05-10 01:35:16,41.64822,17.736568,35.138428,244.0736,843.7879,0.0002642016,-219.49564314558083,46.0,N_564
2024-05-10 01:35:17,41.704243,17.73473,35.19438,244.0596,843.7879,0.00012466093,-226.6491946914703,46.0,N_564
2024-05-10 01:35:18,41.76025,17.73289,35.257328,244.03862,843.7879,0.00028516256,-234.05113489869643,46.0,N_564
2024-05-10 01:35:19,41.816242,17.731045,35.313282,244.02463,843.7879,3.531125e-05,-241.87750197441295,46.0,N_564
2024-05-10 01:35:20,41.872223,17.729198,35.369232,244.00365,843.7879,0.00015372846,-249.01466625731612,46.0,N_564
2024-05-10 01:35:21,41.92819,17.727348,35.432182,243.98267,843.7879,-0.00010851789,-258.91121123482793,46.0,N_564
