datetime,mlat,mlt,glat,glon,alt,Ex,pot,cpcp_kV,pass_id
2024-05-13 00:00:26,-40.046944,5.979492,-28.067379,89.26588,859.55396,,,,S_1738
2024-05-13 00:00:27,-40.10837,5.977524,-28.130325,89.251884,859.5558,,,,S_1738
2024-05-13 00:00:28,-40.169777,5.9755554,-28.18628,89.2309,859.5391,,,,S_1738
2024-05-13 00:00:29,-40.23115,5.973572,-28.249226,89.21692,859.5447,,,,S_1738
2024-05-13 00:00:30,-40.2925,5.9716034,-28.305178,89.20293,859.62616,,,,S_1738
2024-05-13 00:00:31,-40.353817,5.9696198,-28.361132,89.18894,859.7336,,,,S_1738
2024-05-13 00:00:32,-40.41511,5.967621,-28.417084,89.17495,859.7743,,,,S_1738
2024-05-13 00:00:33,-40.47637,5.965637,-28.480032,89.160965,859.7558,,,,S_1738
2024-05-13 00:00:34,-40.53761,5.9636383,-28.535984,89.13998,859.7243,,,,S_1738
2024-05-13 00:00:35,-40.59882,5.9616394,-28.591938,89.12599,859.71875,,,,S_1738
2024-05-13 00:00:36,-40.66,5.9596405,-28.64789,89.11201,859.7725,,,,S_1738
2024-05-13 00:00:37,-40.721153,5.9576263,-28.703842,89.098015,859.8799,,,,S_1738
2024-05-13 00:00:38,-40.782276,5.955612,-28.759796,89.077034,859.9577,,,,S_1738
2024-05-13 00:00:39,-40.843372,5.953598,-28.822742,89.06304,859.96326,,,,S_1738
2024-05-13 00:00:40,-40.90444,5.9515686,-28.88569,89.04206,859.9354,,,,S_1738
2024-05-13 00:00:41,-40.965485,5.9495544,-28.941643,89.03507,859.92065,,,,S_1738
2024-05-13 00:00:42,-41.026497,5.947525,-29.00459,89.02108,859.9669,,,,S_1738
2024-05-13 00:00:43,-41.087486,5.9454803,-29.060543,89.0001,860.0744,,,,S_1738
2024-05-13 00:00:44,-41.14844,5.943451,-29.1095,88.98611,860.154,,,,S_1738
2024-05-13 00:00:45,-41.209373,5.9414062,-29.165455,88.97212,860.1614,,,,S_1738
2024-05-13 00:00:46,-41.270275,5.9393616,-29.228401,88.95114,860.141,,,,S_1738
2024-05-13 00:00:47,-41.33115,5.937317,-29.284355,88.93715,860.1373,,,,S_1738
2024-05-13 00:00:48,-41.392,5.935257,-29.347301,88.923164,860.141,,,,S_1738
2024-05-13 00:00:49,-41.45282,5.933197,-29.410248,88.90218,860.1244,,,,S_1738
2024-05-13 00:00:50,-41.51361,5.931137,-29.466202,88.88819,860.12805,,,,S_1738
2024-05-13 00:00:51,-41.574375,5.929062,-29.522154,88.87421,860.20953,,,,S_1738
2024-05-13 00:00:52,-41.63511,5.927002,-29.578108,88.85322,860.31696,,,,S_1738
2024-05-13 00:00:53,-41.69582,5.9249268,-29.63406,88.83923,860.3651,,,,S_1738
2024-05-13 00:00:54,-41.7565,5.9228363,-29.690014,88.82525,860.3559,,,,S_1738
2024-05-13 00:00:55,-41.81715,5.920761,-29.75296,88.81126,860.3244,,,,S_1738
2024-05-13 00:00:56,-41.877777,5.9186707,-29.808912,88.790276,860.3077,,,,S_1738
2024-05-13 00:00:57,-41.938374,5.91658,-29.87186,88.77628,860.3559,-0.0064127888,443.2912943751537,,S_1738
2024-05-13 00:00:58,-41.998943,5.9144897,-29.927813,88.7623,860.46326,-0.0064102584,416.39686467132947,,S_1738
2024-05-13 00:00:59,-42.059486,5.912384,-29.983767,88.74132,860.5429,-0.006402102,391.0634657698439,,S_1738
2024-05-13 00:01:00,-42.12,5.9102783,-30.039719,88.727325,860.54663,-0.0063994913,360.51285424920843,,S_1738
2024-05-13 00:01:01,-42.18024,5.9082184,-30.102665,88.71334,860.5207,-0.006354727,332.0521248282803,,S_1738
2024-05-13 00:01:02,-42.24046,5.906143,-30.165613,88.69935,860.5096,-0.006309962,308.7074431197784,,S_1738
2024-05-13 00:01:03,-42.300663,5.904068,-30.221565,88.68536,860.54474,-0.0062651974,282.76768495128965,,S_1738
