Made with swmfpy (https://gitlab.umich.edu/swmf_software/swmfpy)


   year   month     day    hour     min     sec    msec      bx      by      bz      vx      vy      vz density temperature
#COORD
GSM

#START
   2024      05      09      00      08      33     280    -1.7    1.65     0.2 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      09      33     329   -1.82    1.49    0.37 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      10      33     378   -1.52    0.84     0.8 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      11      33     427   -1.23    0.44     1.4 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      12      33     476    -1.2   -0.05    1.89 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      13      33     524    -1.8    0.78    0.81 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      14      33     571   -0.53    0.04    2.28 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      15      33     620   -1.01    0.42    1.82 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      16      33     669   -1.08    0.31    1.81 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      17      33     715   -1.42    0.52    1.48 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      18      33     764   -1.49    0.69    1.32 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      19      33     811   -1.57    0.71    1.22 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      20      33     859   -1.74    0.95    1.06 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      21      33     907    -1.5    0.69    1.32 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      22      33     953   -1.51    0.93    0.84 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      23      34     000   -1.56    1.07    0.71 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      24      34     047   -1.63    0.72    0.87 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      25      34     095   -1.62     0.8    0.92 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      26      34     143   -0.91    0.83   -0.62 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      27      34     189   -1.28    1.06   -0.38 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      28      34     234   -1.17    0.98    0.19 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      29      34     281   -1.41    0.76   -0.34 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      30      34     327    -0.9    0.61    0.08 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      31      34     375   -0.93    0.91    0.27 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      32      34     419   -0.99     0.7    -0.0 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      33      34     466   -1.62    0.76     0.8 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      34      34     513   -1.93    0.75    0.55 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      35      34     557   -2.04    0.57    0.62 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      36      34     602   -2.05    0.41    0.68 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      37      34     648   -2.02    0.54    0.69 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      38      34     693   -1.99    0.56    0.57 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      39      34     739   -2.01     0.1    0.54 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      40      34     785    -2.1   -0.05    0.41 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      41      34     830   -2.02   -0.47    0.03 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      42      34     875   -1.98    -0.4    0.04 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      43      34     919   -1.76   -0.22    0.34 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      44      34     964   -1.24    0.54    0.91 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      45      35     006   -1.57   -0.15    0.76 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      46      35     052   -0.94    0.84    0.84 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      47      35     097   -1.62     1.0    1.14 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      48      35     141   -1.41    0.61     1.0 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      49      35     184   -1.45    0.49    1.14 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      50      35     229   -1.34    0.35    1.04 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      51      35     270   -1.89    0.65    0.85 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      52      35     316   -1.97    1.27    0.62 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      53      35     359   -1.57    1.55    0.81 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      54      35     402   -1.45    1.78    0.77 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      55      35     446   -1.77    1.77    0.71 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      56      35     489    -1.5    1.71     1.2 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      57      35     532   -1.22    1.69    1.69 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      58      35     574   -1.29    1.53    1.67 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      00      59      35     617   -1.11    2.27    0.93 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      00      35     660   -1.26    2.44    1.05 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      01      35     703   -1.45    1.91     1.3 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      02      35     743   -1.48    1.04    1.85 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      03      35     785    -1.4    0.47    2.34 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      04      35     829    -1.2    0.79    2.15 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      05      35     869   -0.79    0.97    2.13 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      06      35     912   -0.08    1.63    1.82 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      07      35     953   -0.23    1.19    1.98 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      08      35     993   -0.01    1.24    1.67 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      09      36     036   -0.96    0.82    0.75 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      10      36     076    0.36    0.71    1.99 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      11      36     117   -0.76    1.34    1.57 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      12      36     158   -0.72    1.26    2.27 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      13      36     199   -0.89    1.59    2.18 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      14      36     239   -0.97    1.94    1.65 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      15      36     280   -0.96    1.59    2.19 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      16      36     321   -0.65    0.89    2.64 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      17      36     361   -1.39    1.43    2.14 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      18      36     400   -1.44    1.75    1.86 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      19      36     440   -1.19    1.19    2.48 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      20      36     481   -0.97    1.35    2.65 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      21      36     520   -0.25    1.04    2.63 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      22      36     558   -0.33    1.12    2.85 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      23      36     599    -0.9    1.75     2.1 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      24      36     637   -1.82    1.56    1.66 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      25      36     677   -2.12    2.17    0.76 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      26      36     715   -2.48    2.24    0.15 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      27      36     754   -2.23    2.16    0.55 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      28      36     793   -2.06    2.33    0.28 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      29      36     831   -2.09    1.87    0.78 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      30      36     870   -1.85    1.53    2.36 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      31      36     908   -2.06    1.68    1.96 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      32      36     947   -1.97    1.88    1.89 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      33      36     983   -2.02    1.49    1.89 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      34      37     023   -1.86     1.3    2.02 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      35      37     059   -2.34    2.09    1.16 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      36      37     097   -2.32    2.21    0.16 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      37      37     133   -2.22    2.26    0.28 -449.69   21.03    0.13     7.6 175516.04
   2024      05      09      01      38      38     930   -2.17    2.46     0.4 -447.73    20.5    0.47    7.66 181150.03
   2024      05      09      01      39      40     384   -2.18    2.38    0.19 -446.15    20.3    2.43    7.58 181663.72
   2024      05      09      01      40      36     740   -2.06    2.44     0.4 -450.31   19.68    3.48    7.58 164764.38
   2024      05      09      01      41      39     937   -1.58     2.1   -0.86 -446.77   18.84    5.36     7.5 184452.26
   2024      05      09      01      42      41     050   -1.32    2.06   -1.18 -445.56   18.92    5.66    7.47 204311.7
   2024      05      09      01      43      41     447   -0.97    1.95   -1.15 -445.18   17.81    7.38    7.74 191716.44
   2024      05      09      01      44      40     597   -0.99    1.91   -1.26 -446.15   17.28    9.43    7.72 181794.96
   2024      05      09      01      45      39     393   -0.97    1.89   -1.22 -447.54    17.5    8.45    7.68 182065.42
   2024      05      09      01      46      38     244   -0.87    1.89   -1.46  -448.9   16.94    8.29    7.65 189559.19
   2024      05      09      01      47      38     221    0.23    2.07   -1.44 -448.94   17.83    7.58    7.62 180505.69
   2024      05      09      01      48      39     163   -0.28    2.16   -1.19 -447.92    18.3    7.14     7.6 171653.28
   2024      05      09      01      49      42     518   -0.23    2.21   -1.05  -444.3   15.51    8.66    7.74 170001.58
   2024      05      09      01      50      41     273   -1.13    2.33    0.23 -445.71   17.57    3.15    7.54 166463.48
   2024      05      09      01      51      41     747    -1.4    2.07    0.16 -445.23   17.78    1.58    7.53 175479.78
   2024      05      09      01      52      38     239   -0.44    1.04    2.72 -448.99    22.1   -2.57    7.41 185541.51
   2024      05      09      01      53      39     427   -0.48    1.47    2.61 -447.71   21.74   -1.69     7.4 186887.29
   2024      05      09      01      54      38     239   -1.05    2.22    1.32 -449.15   15.31   13.52     7.5 178891.86
   2024      05      09      01      55      44     699    -2.2    1.65   -0.65 -442.04   18.22    7.99     7.5 204111.31
   2024      05      09      01      56      42     647   -1.75     1.1   -1.38 -444.29   19.31    8.19    7.56 203702.6
   2024      05      09      01      57      41     885   -1.75    1.63     0.3 -445.26   18.85   -0.12    7.49 208764.08
   2024      05      09      01      58      43     807   -1.87    1.42    0.26 -443.14   19.67     1.5    7.62 197436.78
   2024      05      09      01      59      41     084   -2.16    0.54    0.62 -446.08   21.82    -3.2    7.68 185640.7
   2024      05      09      02      00      42     045   -2.25    1.09    0.15 -445.12   20.55    0.51    7.61 186602.63
   2024      05      09      02      01      43     235   -1.97     1.2    0.48 -443.84   20.45   -1.39    7.66 194735.59
   2024      05      09      02      02      39     457   -1.04    1.08    2.22 -447.93   22.76   -6.28    7.64 187687.45
   2024      05      09      02      03      39     829   -0.85    1.98    0.76 -447.82   17.73   -1.05    7.66 174186.97
   2024      05      09      02      04      38     159   -0.07    0.07    2.55 -449.24   24.33  -12.99    7.62 211578.03
   2024      05      09      02      05      39     413   -0.23    0.96    2.86 -448.16   21.43   -5.83    7.49 210471.86
   2024      05      09      02      06      38     463   -0.71    1.92    2.29 -449.28   21.93   -2.67    7.49 184310.0
   2024      05      09      02      07      39     759   -0.36    1.68     2.4 -447.82   22.26    -5.2    7.54 209088.0
   2024      05      09      02      08      35     771   -0.47    1.65    2.48 -452.38   21.93   -5.26    7.55 182390.09
   2024      05      09      02      09      31     892    0.08    1.53    2.56 -456.87    22.2   -5.73    7.53 181146.86
   2024      05      09      02      10      35     435   -0.15    1.66    2.52 -452.86   21.83    -4.2    7.53 181969.08
   2024      05      09      02      11      35     539   -0.27    0.76    1.58 -452.72   23.15   -2.88    7.53 195010.19
   2024      05      09      02      12      38     919   -0.94    2.56    1.02 -449.06   20.21    1.31     7.5 186355.05
   2024      05      09      02      13      38     699   -0.68    2.13    1.92 -449.35   20.07   -1.61    7.49 164751.92
   2024      05      09      02      14      37     781   -0.56    1.84    2.17 -450.38   20.87   -3.01     7.5 183121.83
   2024      05      09      02      15      39     927   -0.57    1.78    1.86 -448.02   20.61    -2.2    7.54 188560.35
   2024      05      09      02      16      39     744   -0.09    1.86   -1.67 -448.23   19.17    9.25    7.51 211204.31
   2024      05      09      02      17      43     175   -0.38    1.97    -1.7 -444.56   16.27     9.1     7.5 192705.06
   2024      05      09      02      18      35     828    0.21    2.17   -1.43 -452.82   16.07   11.03    7.52 173699.47
   2024      05      09      02      19      37     480    0.14    2.92   -0.06 -450.95   18.12    8.44    7.53 166628.35
   2024      05      09      02      20      37     825    -0.0    2.16   -0.98 -450.67    15.7    8.88    7.46 185501.42
   2024      05      09      02      21      39     030   -0.12    2.37    -0.7 -449.25   15.64   12.73    7.61 181149.03
   2024      05      09      02      22      39     806    0.02    2.65   -0.35 -448.48   16.68    8.26    7.56 182352.69
   2024      05      09      02      23      40     108   -0.15    2.66   -0.23 -448.14   17.94    7.18    7.55 168792.23
   2024      05      09      02      24      38     664    0.22    2.04   -1.31 -449.75    16.1   12.92     7.6 195653.95
   2024      05      09      02      25      36     095    0.27    2.36   -0.81  -452.7   16.41   12.54    7.65 170367.39
   2024      05      09      02      26      40     370    0.36    2.06   -1.17 -447.96   16.09   10.42    7.64 203282.2
   2024      05      09      02      27      37     833    0.35    2.16   -1.35 -450.78   16.36   12.82    7.66 180448.78
   2024      05      09      02      28      38     735    0.06    1.52   -0.85  -449.9   15.47    9.84     7.6 194124.14
   2024      05      09      02      29      41     228   -0.67    2.34   -0.25 -447.14   16.04    8.57     7.6 188756.15
   2024      05      09      02      30      41     790   -0.24    2.48   -0.52 -446.57   15.94    7.19    7.57 180266.86
   2024      05      09      02      31      35     056    0.51    2.32   -0.91 -454.15   15.22   11.81    7.62 178930.52
   2024      05      09      02      32      37     932    0.55    2.54   -1.06 -450.87   15.56   12.31    7.53 187276.77
   2024      05      09      02      33      38     803    0.18     2.3   -1.19 -450.05    14.9    6.91    7.59 185639.2
   2024      05      09      02      34      38     991     0.5    2.86   -0.22 -449.73   19.02    5.51    7.51 175249.78
   2024      05      09      02      35      43     026    0.06    3.03    0.25 -445.27   18.94    4.19    7.45 185655.05
   2024      05      09      02      36      39     488   -0.34    3.05    0.33 -449.24   18.79    5.69    7.43 148970.66
   2024      05      09      02      37      42     011   -0.12    3.08    0.38 -446.48   18.28     4.7    7.38 179280.54
   2024      05      09      02      38      43     011   -0.15     3.0    0.34 -445.42   17.91    4.44    7.46 178038.16
   2024      05      09      02      39      39     432    0.18    2.88    0.13  -449.4   18.17    7.11    7.48 181769.22
   2024      05      09      02      40      41     630    0.64    3.01    0.03 -446.97   18.67    5.25    7.36 170399.16
   2024      05      09      02      41      40     350    0.64    2.91    0.62 -448.41   19.28    4.56    7.47 180964.78
   2024      05      09      02      42      40     298    0.16    2.71    0.48 -448.54   17.63    6.62    7.46 157006.32
   2024      05      09      02      43      41     110    0.25    2.87    0.23 -447.67   17.37    6.82     7.5 167110.73
   2024      05      09      02      44      39     278    0.62    2.84    0.47 -449.78   17.65     4.0    7.42 161186.84
   2024      05      09      02      45      40     191    0.22    2.75    0.45 -448.75   18.45    4.17    7.47 159587.18
   2024      05      09      02      46      36     930    0.48    2.52    0.46 -452.44    19.1    3.81    7.42 156504.05
   2024      05      09      02      47      40     798    1.14    2.26    0.34 -448.25   15.27    3.73     7.5 162116.21
   2024      05      09      02      48      35     290    1.06    2.47   -0.24 -454.48   15.71    6.61    7.48 151835.28
   2024      05      09      02      49      45     255   -0.87    2.32    0.69 -443.27   17.88    1.83    7.45 173923.67
   2024      05      09      02      50      40     350   -0.35    2.69    0.09 -448.67   18.72    6.15    7.47 160203.49
   2024      05      09      02      51      40     303   -0.21    2.43   -0.01 -448.81   17.06    6.87    7.51 178688.17
   2024      05      09      02      52      42     164    0.24    2.41   -0.23 -446.76   16.43    7.64    7.49 177722.16
   2024      05      09      02      53      43     425   -0.73    2.33     0.2 -445.39   16.74    6.61    7.47 173607.15
   2024      05      09      02      54      41     946   -0.77    1.96    0.77 -447.05   18.17    2.42    7.46 171778.61
   2024      05      09      02      55      36     145    0.56    2.23    0.13 -453.57   18.34    7.83    7.44 163360.24
   2024      05      09      02      56      36     792    0.53    2.86    0.42 -452.91   17.62    5.84     7.4 148384.79
   2024      05      09      02      57      39     400    0.55    2.78     0.1 -449.95    17.7    7.21    7.44 154834.5
   2024      05      09      02      58      38     126   -0.04    2.16   -0.39 -451.38    16.2   11.94    7.49 166796.11
   2024      05      09      02      59      40     509    0.47    2.83   -0.45 -448.73   17.67    8.48     7.4 168953.58
   2024      05      09      03      00      46     048   -1.46    1.44   -1.09 -442.49    19.5    10.5    7.52 198779.04
   2024      05      09      03      01      47     493   -1.27    1.86    0.01 -441.03   19.65    4.82    7.51 201907.0
   2024      05      09      03      02      41     551   -1.16     2.0    -0.2 -447.58   20.15    5.24    7.49 162233.11
   2024      05      09      03      03      43     958   -1.41    2.01   -0.11 -444.92    20.5    4.29    7.51 182519.87
   2024      05      09      03      04      41     653   -0.55    1.99    0.13 -447.59   18.13    6.46    7.46 199657.86
   2024      05      09      03      05      45     381   -1.36    2.08   -0.03 -443.42   19.78    5.83    7.44 189335.07
   2024      05      09      03      06      47     434   -2.33     0.2    0.71 -441.21   20.18    1.56     7.4 199347.39
   2024      05      09      03      07      45     324   -2.52    0.05    0.44 -443.52   20.34    3.42    7.33 175851.14
   2024      05      09      03      08      48     937   -2.56   -0.17    0.59 -439.61   20.51    2.23    7.34 192341.56
   2024      05      09      03      09      48     855   -2.42     0.4    0.71 -439.77   19.06    3.81    7.29 191483.55
   2024      05      09      03      10      45     386    -2.2    0.36    0.92 -443.51   20.72    2.22    7.33 205127.59
   2024      05      09      03      11      45     180   -2.12   -0.17    1.17 -443.74   21.18    1.24    7.39 205441.56
   2024      05      09      03      12      45     913    -2.1    0.82    0.05 -443.02   19.11    5.59    7.37 184745.78
   2024      05      09      03      13      47     216   -1.45    1.47   -0.58 -441.66    16.2    9.85    7.42 210090.2
   2024      05      09      03      14      43     587   -1.54    1.39   -0.43 -445.64   17.15    9.57    7.45 184505.78
   2024      05      09      03      15      44     916   -2.39   -0.29   -0.75  -444.1    19.0   10.25     7.3 202993.54
   2024      05      09      03      16      45     596   -2.11   -0.48    -1.0 -443.32   19.49   11.37     7.3 221238.23
   2024      05      09      03      17      43     881   -2.17   -0.45   -0.61 -445.26   20.27    8.59    7.42 201308.28
   2024      05      09      03      18      43     514   -1.89   -1.16   -0.28 -445.66   21.04    8.51    7.47 198472.35
   2024      05      09      03      19      46     899   -2.22   -0.35   -0.06 -441.99   21.09    6.12    7.51 218511.9
   2024      05      09      03      20      46     117   -2.03   -0.76   -0.03 -442.82   20.73     9.3    7.37 208776.79
   2024      05      09      03      21      41     571   -2.11   -0.81    0.18  -447.9   21.76    5.42    7.53 170555.08
   2024      05      09      03      22      43     777   -2.37    0.43    0.55  -445.6   18.99    3.43    7.59 192777.99
   2024      05      09      03      23      45     350   -2.05    0.29    1.15 -443.85   20.02    1.27    7.76 200348.8
   2024      05      09      03      24      42     914   -1.91    0.18    1.22 -446.53   20.79   -0.31    7.59 192767.88
   2024      05      09      03      25      46     803   -2.24    0.49    0.85  -442.3    19.8    1.96    7.57 192895.03
   2024      05      09      03      26      43     971   -2.03    0.75    1.05 -445.45    19.6    0.27    7.44 189234.21
   2024      05      09      03      27      41     484   -1.96    0.75    0.73 -448.25   19.09    2.32    7.61 191291.92
   2024      05      09      03      28      43     009   -2.27     0.7    0.18 -446.56   18.67    5.18    7.61 210359.82
   2024      05      09      03      29      42     694   -0.76    2.29   -1.47 -446.92   17.74    8.19    7.61 185307.97
   2024      05      09      03      30      41     102   -0.91    2.12   -1.68 -448.69   17.86    9.62    7.59 179832.88
   2024      05      09      03      31      42     527   -0.96    1.96    -1.5 -447.15   17.25    8.57    7.63 205009.01
   2024      05      09      03      32      42     138   -1.06    1.98   -1.66 -447.58   17.77    8.91    7.55 183437.43
   2024      05      09      03      33      39     350   -1.42    1.95   -1.25 -450.68   18.75     9.3    7.65 165289.21
   2024      05      09      03      34      44     719   -0.44     2.2   -0.57 -444.81   15.56    9.47    7.59 181543.85
   2024      05      09      03      35      43     955   -1.66    1.56   -1.53 -445.56   18.39     9.7     7.7 197094.99
   2024      05      09      03      36      39     125   -1.93    0.99   -1.57  -450.9   19.77   10.96    7.71 183872.19
   2024      05      09      03      37      41     987   -2.17    1.46    -1.3 -447.78   19.22    7.97    7.81 191237.91
   2024      05      09      03      38      42     903   -2.33    1.22   -0.98 -446.73   20.28    7.21    7.73 200016.13
   2024      05      09      03      39      43     216    -2.5    1.35   -0.65 -446.44   20.29    3.77    7.78 195370.77
   2024      05      09      03      40      44     022   -2.03    1.55   -0.81 -445.57   19.12     7.2    7.72 218894.31
   2024      05      09      03      41      43     369    -2.0    1.63   -0.47 -446.35   18.81    5.45    7.75 203001.1
   2024      05      09      03      42      42     391   -2.07    1.64   -0.63 -447.42   19.04    6.55    7.76 192476.68
   2024      05      09      03      43      45     709   -2.39    1.54   -0.51 -443.75   19.31    6.28    7.75 216157.47
   2024      05      09      03      44      42     230   -2.42     1.2   -0.73 -447.64   18.54     7.2    7.73 208859.03
   2024      05      09      03      45      48     477   -1.79   -0.28    -1.7 -440.65   19.99    9.99    7.48 221752.9
   2024      05      09      03      46      50     921   -1.34    2.04    0.05 -438.18   18.69    3.24    7.51 182943.17
   2024      05      09      03      47      49     015   -1.89    2.03   -0.26  -440.2   18.85    6.88    7.74 178134.64
   2024      05      09      03      48      49     317   -1.94    1.99   -0.41 -439.89   18.47    7.43    7.68 178445.64
   2024      05      09      03      49      48     677   -1.87    2.07   -0.04 -440.64   18.15    4.69    7.75 185562.64
   2024      05      09      03      50      48     300   -1.46    2.49    0.52 -441.09   17.98    1.58    7.68 184002.46
   2024      05      09      03      51      47     083   -1.67    2.26    0.07 -442.35   18.97    5.64     7.7 185559.36
   2024      05      09      03      52      44     176   -1.47    2.33    0.93 -445.62   18.35    3.35    7.73 174213.03
   2024      05      09      03      53      53     056   -1.16    2.44    1.11 -436.01   17.83    1.18    7.68 183253.44
   2024      05      09      03      54      53     484   -1.09    2.45    0.86 -435.56   17.66    2.37    7.57 182357.37
   2024      05      09      03      55      50     419   -0.94    2.45    0.97 -438.84   17.95    1.63    7.72 176069.0
   2024      05      09      03      56      50     778   -1.71    1.71    1.41 -438.45   18.46    0.73    7.62 178157.53
   2024      05      09      03      57      51     733   -1.82    1.96    1.26  -437.4    19.1   -0.89    7.63 171098.41
   2024      05      09      03      58      46     359   -1.68    2.59    1.15 -443.18   20.13    2.32    7.53 170408.34
   2024      05      09      03      59      49     131   -1.57    2.41     1.7 -440.26   18.13    -0.1    7.57 171546.27
   2024      05      09      04      00      49     050   -1.43    2.07    2.07 -440.29    19.6   -2.03    7.53 175307.76
   2024      05      09      04      01      44     547   -0.56    1.18    2.47 -445.17   20.66   -3.18    7.58 180969.49
   2024      05      09      04      02      42     871   -0.24    1.56    2.39 -447.04   20.81   -3.37    7.51 155799.84
   2024      05      09      04      03      47     277   -0.79    1.63    2.12 -442.22    20.0   -2.13    7.56 184419.36
   2024      05      09      04      04      50     827   -0.96    1.97    1.93 -438.43   18.82   -0.16    7.35 201917.7
   2024      05      09      04      05      49     919    -1.0    2.05    2.02 -439.41   18.36   -4.47    7.35 169247.25
   2024      05      09      04      06      49     938   -1.14    2.21    1.96 -439.41   17.81   -4.61    7.43 160308.12
   2024      05      09      04      07      47     807   -1.14    2.45    1.56 -441.79   16.82   -1.44    7.48 139746.75
   2024      05      09      04      08      52     630    -1.3     2.7    1.04 -436.62   15.91   -1.93     7.5 172503.07
   2024      05      09      04      09      48     965   -1.28     2.6    0.76 -440.57   15.98    0.41    7.49 155700.83
   2024      05      09      04      10      43     799   -1.13     2.2   -0.67 -446.04   19.55    8.02    7.58 189351.69
   2024      05      09      04      11      45     704   -1.17     2.4   -0.28 -443.97   18.94    7.06    7.66 185762.34
   2024      05      09      04      12      44     048   -1.44    1.84   -1.19 -445.81   18.73    7.35    7.63 196174.13
   2024      05      09      04      13      43     533   -1.38    1.66   -1.73 -446.36   18.67    8.89    7.59 187263.19
   2024      05      09      04      14      45     792   -1.75    0.89   -1.89 -443.85   19.58    7.01    7.61 223369.57
   2024      05      09      04      15      44     339   -1.96    0.97    -2.0 -445.47   19.44    7.21    7.58 195912.3
   2024      05      09      04      16      42     928   -1.63     0.6   -1.96 -447.03   19.39    7.79    7.62 209154.85
   2024      05      09      04      17      35     778   -0.68   -2.28    0.51 -454.97   23.79    -6.1    7.57 183800.62
   2024      05      09      04      18      35     623   -0.99   -2.54    0.15 -455.23   22.66    -3.8    7.55 172092.1
   2024      05      09      04      19      40     018   -1.59   -2.17   -0.19 -450.29   21.15   -0.13    7.63 178216.98
   2024      05      09      04      20      45     889   -1.85   -1.83    -0.3 -443.64   22.96    0.72    7.56 195749.15
   2024      05      09      04      21      43     886   -1.77   -1.93   -0.47 -445.91   21.87    1.04    7.59 198499.97
   2024      05      09      04      22      43     107   -1.81   -1.73   -0.61 -446.75   22.19    3.29    7.53 175589.45
   2024      05      09      04      23      44     502   -2.39   -0.51    0.32 -445.22   21.49   -4.38    7.66 187052.74
   2024      05      09      04      24      43     150   -2.22   -0.31   -1.55 -446.76   19.39    8.44    7.66 206051.32
   2024      05      09      04      25      48     162   -2.59   -0.72    0.05 -441.22    21.4   -0.39    7.59 227129.7
   2024      05      09      04      26      44     625   -2.19   -1.19    0.03 -445.05   22.46   -1.25     7.6 183591.35
   2024      05      09      04      27      40     698   -1.52    0.05   -1.96 -449.47   18.86   10.79    7.74 197646.4
   2024      05      09      04      28      46     738   -2.27   -0.93   -0.47 -442.74   21.83   -0.01    7.56 214930.56
   2024      05      09      04      29      44     578   -2.32   -0.88    0.07 -445.11   21.97    -1.6    7.65 210095.12
   2024      05      09      04      30      45     414   -2.39   -0.67    0.37 -444.19   21.72   -3.08    7.66 199568.36
   2024      05      09      04      31      44     425   -2.48   -0.06    0.59 -445.28    21.5   -4.46     7.5 204362.55
   2024      05      09      04      32      46     586   -2.62   -0.09    0.47 -442.91    21.2   -3.24    7.51 212471.48
   2024      05      09      04      33      45     324   -2.63    0.27    0.62 -444.29   21.14   -3.57    7.59 200183.26
   2024      05      09      04      34      47     426    -2.2    0.72    0.74 -441.99    20.7   -4.26    7.49 226133.79
   2024      05      09      04      35      46     941   -2.35    0.36    0.68 -442.54   20.27   -3.13    7.46 207131.71
   2024      05      09      04      36      45     035   -2.06    1.34    0.25  -444.7    18.9   -1.24    7.49 193146.28
   2024      05      09      04      37      46     374   -2.23    0.94    0.14 -443.25   18.15   -0.89    7.51 200952.43
